match_id,patch,team_a_1,team_a_2,team_a_3,team_a_4,team_a_5,team_b_1,team_b_2,team_b_3,team_b_4,team_b_5,team_a_win
NA1_5510035070,16.5,Ashe,FiddleSticks,Janna,Nasus,Yasuo,Ezreal,Hecarim,Kindred,Mordekaiser,Pantheon,1
NA1_5506099431,16.5,Garen,KogMaw,Milio,RekSai,Veigar,Kaisa,Karthus,Kled,Nautilus,Talon,1
NA1_5509171308,16.5,Aatrox,Janna,Rumble,Zed,Ziggs,Karma,Kennen,LeeSin,Mel,Qiyana,0
NA1_5509272084,16.5,JarvanIV,Kassadin,Lulu,Yunara,Zed,Jinx,Milio,Talon,Vladimir,Yone,1
NA1_5510696523,16.5,Camille,Galio,Nami,Talon,Viktor,Jhin,Mel,Renekton,Sona,Viego,0
NA1_5509192520,16.5,Graves,Irelia,Morgana,Warwick,Ziggs,Katarina,Riven,Soraka,Veigar,XinZhao,1
NA1_5510477593,16.5,Akali,Aurora,Jinx,Lulu,Nunu,Kaisa,Kindred,Malzahar,Neeko,Yasuo,1
LA1_1699753112,16.5,Camille,Gwen,Seraphine,Sona,Xayah,Garen,Jinx,Senna,Veigar,Zaahen,1
NA1_5509591474,16.5,DrMundo,Irelia,Kaisa,Katarina,Nautilus,Lucian,Nunu,Pyke,Yone,Zed,0
NA1_5507421035,16.5,AurelionSol,Pyke,Skarner,Smolder,Yasuo,Belveth,Gragas,Kaisa,Talon,Yuumi,0
NA1_5508530935,16.5,Ahri,Camille,Hecarim,Senna,Yasuo,Jayce,Kaisa,LeeSin,Neeko,Syndra,0
NA1_5509532766,16.5,Aurora,Shen,Sylas,Vayne,Velkoz,Camille,Hecarim,Seraphine,Swain,Yasuo,1
NA1_5505802702,16.5,Corki,Kassadin,Kled,Nami,Skarner,Karma,Rammus,Senna,Xerath,XinZhao,1
NA1_5506455499,16.5,Ambessa,Karthus,Senna,Syndra,Vayne,Caitlyn,LeeSin,Orianna,Renekton,Zyra,1
NA1_5509546211,16.5,Anivia,Ornn,Soraka,Vayne,Vi,Graves,Kled,Nautilus,Ryze,Zeri,0
NA1_5509420358,16.5,Akshan,DrMundo,Graves,Jhin,Xerath,Anivia,Blitzcrank,Kassadin,Shaco,Sivir,0
NA1_5510160856,16.5,Alistar,Aurora,Orianna,Seraphine,Zaahen,Briar,Galio,Mel,TahmKench,XinZhao,1
NA1_5507683228,16.5,Aatrox,Ashe,Aurora,Janna,Lillia,Brand,Caitlyn,Elise,Urgot,Yone,1
NA1_5508967221,16.5,Blitzcrank,DrMundo,TwistedFate,Twitch,Yone,Camille,Lucian,Naafiri,Nami,Orianna,0
NA1_5510034085,16.5,Ambessa,Caitlyn,Graves,Karma,Veigar,Neeko,Poppy,Velkoz,Viktor,XinZhao,0
NA1_5509206740,16.5,Darius,Draven,Fizz,Shen,Zac,Karthus,Malzahar,MasterYi,Mordekaiser,Senna,1
NA1_5509712468,16.5,Ambessa,Kaisa,Nami,Sylas,Vayne,DrMundo,Garen,Nautilus,Samira,TwistedFate,0
NA1_5509038957,16.5,Belveth,Irelia,Karma,Sona,Varus,Fiora,Senna,Soraka,Udyr,Zoe,1
NA1_5507370364,16.5,Ekko,Olaf,Shaco,Yunara,Yuumi,Kassadin,MonkeyKing,Rell,Smolder,Yorick,1
NA1_5510610218,16.5,Camille,MissFortune,Morgana,Shen,TwistedFate,Fizz,Gragas,Jinx,Nautilus,Smolder,1
NA1_5510710442,16.5,Corki,Gwen,LeeSin,Qiyana,Soraka,Graves,Mordekaiser,Sona,Varus,Xayah,1
NA1_5505683301,16.5,Aurora,Irelia,Milio,Samira,Zyra,Fizz,Ivern,Lucian,Senna,Volibear,1
NA1_5509541332,16.5,Ambessa,Bard,Jhin,Ornn,TwistedFate,Jinx,Shen,Sona,Taliyah,Zac,1
NA1_5509685590,16.5,Blitzcrank,Fizz,Khazix,Sivir,Teemo,Chogath,Nidalee,TwistedFate,Velkoz,Zilean,1
NA1_5508295861,16.5,Ambessa,Nami,Nasus,Viktor,Zoe,Draven,FiddleSticks,Jax,Thresh,Viego,1
NA1_5505592103,16.5,Aphelios,FiddleSticks,Riven,TahmKench,Zed,Fizz,Karma,Varus,Vi,Xayah,1
NA1_5509586564,16.5,Aatrox,Ahri,Malzahar,Tristana,XinZhao,Ivern,Jhin,Rengar,Riven,Sylas,0
NA1_5508685132,16.5,Ahri,Jinx,Thresh,Urgot,Vi,Karma,Ryze,Veigar,Viego,Xayah,1
NA1_5509593919,16.5,Ekko,Jinx,Rell,TwistedFate,XinZhao,Ezreal,Graves,Jayce,Mel,Nautilus,0
NA1_5507647559,16.5,Hecarim,KSante,Senna,Sion,Veigar,Karma,Ryze,Vayne,Zaahen,Zoe,0
NA1_5508803988,16.5,Draven,Irelia,Jax,Seraphine,Volibear,Jinx,Naafiri,Nasus,Thresh,Veigar,0
NA1_5509657498,16.5,Ezreal,Fiora,Graves,Rammus,Sylas,Irelia,Khazix,Riven,Soraka,Veigar,1
NA1_5509125735,16.5,DrMundo,Ezreal,Janna,LeeSin,Lissandra,Ekko,Sion,Sona,Yasuo,Yone,0
NA1_5510812328,16.5,Aatrox,Ekko,Mel,Samira,Singed,Ahri,Camille,JarvanIV,Twitch,Yuumi,0
NA1_5509191386,16.5,Aphelios,Karma,Sylas,Vayne,XinZhao,Ashe,Aurora,Bard,Graves,Jax,0
NA1_5508002498,16.5,Aatrox,Leona,Rammus,Varus,Xerath,Akali,Aphelios,Elise,Mel,Viktor,1
NA1_5509625411,16.5,Darius,Ezreal,Karma,Kassadin,Kayn,Leblanc,Lucian,Nami,Talon,Udyr,1
NA1_5507561266,16.5,Ambessa,Qiyana,Senna,Syndra,Xayah,Garen,JarvanIV,Katarina,Morgana,Twitch,0
NA1_5509788333,16.5,Ahri,MonkeyKing,RekSai,Samira,Thresh,Blitzcrank,Fiora,JarvanIV,Jinx,Orianna,0
NA1_5510272360,16.5,AurelionSol,Ekko,Irelia,Maokai,Talon,Aurora,Diana,Leona,Taliyah,Vayne,0
NA1_5508925829,16.5,Alistar,Ezreal,Garen,Hwei,Shaco,Diana,Kennen,Lulu,Vayne,Yasuo,0
NA1_5509439523,16.5,Caitlyn,JarvanIV,Lux,Riven,Veigar,Kaisa,Katarina,Rakan,Sion,Talon,0
NA1_5510351520,16.5,Ambessa,Diana,Sona,Twitch,Yasuo,Aurora,Elise,Nami,Urgot,Xayah,0
NA1_5508515346,16.5,Ahri,Amumu,Poppy,Senna,Zyra,Blitzcrank,Olaf,Talon,Yasuo,Zoe,0
NA1_5507906791,16.5,Belveth,Heimerdinger,Jhin,KSante,Nautilus,Ezreal,Illaoi,Katarina,Seraphine,Talon,1
NA1_5510403971,16.5,Aatrox,Ambessa,Pyke,Samira,Shen,Caitlyn,Nami,Sylas,Yone,Zed,0
NA1_5509262073,16.5,Akali,Lucian,Orianna,Pyke,Rengar,Ashe,DrMundo,Hwei,Nami,Shaco,1
NA1_5506485655,16.5,Amumu,Seraphine,Varus,Vladimir,Zac,Briar,Lucian,Nami,Sylas,Tryndamere,1
NA1_5509772881,16.5,Ekko,Swain,Tristana,Yorick,Zed,Kayn,Lux,Mordekaiser,Renata,Smolder,1
NA1_5509251640,16.5,Ekko,JarvanIV,Jax,Jhin,Thresh,Nami,Ornn,Sylas,Varus,Yasuo,1
NA1_5506032909,16.5,DrMundo,Kaisa,Nami,RekSai,Syndra,Hecarim,Sivir,Sona,Viktor,Zed,1
NA1_5507839019,16.5,Aurora,Blitzcrank,Kaisa,Katarina,MonkeyKing,Bard,Brand,Jhin,Swain,Tryndamere,1
NA1_5508582125,16.5,Ahri,Annie,Ashe,Chogath,Kled,Aurora,Bard,Corki,Darius,Sylas,1
NA1_5508208833,16.5,Blitzcrank,Draven,Kassadin,LeeSin,Velkoz,Corki,Jhin,Naafiri,Veigar,Zoe,1
NA1_5508465678,16.5,Ashe,Bard,Khazix,Pantheon,Sylas,Nilah,Nocturne,Singed,Soraka,TwistedFate,1
NA1_5508938251,16.5,Aatrox,Caitlyn,Kindred,Senna,Sylas,Ambessa,Aurora,Ezreal,Neeko,Qiyana,1
NA1_5509854058,16.5,Ashe,Darius,Milio,Warwick,Zoe,Karma,Mel,Seraphine,Shaco,Urgot,0
NA1_5505491151,16.5,Caitlyn,Jax,Lillia,Nautilus,XinZhao,Mordekaiser,Nocturne,Ryze,Senna,Swain,1
NA1_5505947716,16.5,Akshan,Chogath,Nami,Vayne,Zac,Ezreal,Jayce,Taliyah,Vi,Yuumi,0
NA1_5510823005,16.5,AurelionSol,Jayce,Rell,Renekton,Zoe,Gragas,Nami,Sylas,Yunara,Zed,1
NA1_5507445775,16.5,AurelionSol,Evelynn,Gangplank,Nautilus,Rumble,DrMundo,Karma,Orianna,Senna,Zed,0
NA1_5510869957,16.5,Aatrox,Corki,Galio,Neeko,Talon,Ezreal,Karma,Khazix,Pantheon,TwistedFate,1
NA1_5509379931,16.5,Aatrox,Ezreal,Lulu,Sylas,Zed,Lissandra,Nautilus,Rengar,Sett,Tristana,1
NA1_5509398962,16.5,Anivia,Kalista,Khazix,Nami,Udyr,MasterYi,MissFortune,Senna,Viktor,Volibear,1
NA1_5508276077,16.5,Corki,Gragas,Kayn,Pyke,Veigar,Kaisa,KogMaw,Mel,Qiyana,Talon,0
NA1_5508465394,16.5,Akali,Elise,Lulu,Ornn,Twitch,Janna,Jhin,Taliyah,Urgot,Zac,0
NA1_5506995618,16.5,Alistar,FiddleSticks,Gangplank,Kaisa,Syndra,Ashe,Aurora,Camille,Graves,Seraphine,1
NA1_5506501210,16.5,Gragas,Irelia,Jinx,Lulu,Shen,Lissandra,Rengar,Sivir,Velkoz,Yone,0
NA1_5510813414,16.5,AurelionSol,Khazix,Nami,Shen,Viktor,Draven,Graves,Thresh,Urgot,Zoe,0
NA1_5509289836,16.5,Ashe,Aurora,Camille,Shen,Talon,Elise,Fiora,Irelia,Tristana,Velkoz,0
NA1_5510167102,16.5,Jhin,Lillia,Mel,Morgana,Nasus,KSante,MissFortune,Seraphine,Shaco,Viktor,0
NA1_5506446888,16.5,Jax,Nunu,Rell,Samira,Yasuo,Orianna,Sett,Smolder,Sona,Vi,0
NA1_5510155583,16.5,Ashe,Azir,Nami,Nasus,Nunu,Garen,Jinx,Katarina,Maokai,Nocturne,1
NA1_5508572319,16.5,Kaisa,Khazix,Nami,Talon,Zaahen,MasterYi,Seraphine,Swain,Udyr,Yasuo,0
NA1_5507027159,16.5,Bard,Hwei,LeeSin,Twitch,Warwick,FiddleSticks,Karma,Lissandra,Smolder,Udyr,1
NA1_5508622554,16.5,Ahri,Graves,Senna,Seraphine,Singed,Akshan,Elise,Taric,Volibear,Zeri,1
NA1_5509841086,16.5,Jinx,Lulu,Singed,Vi,Vladimir,Lucian,MasterYi,Taliyah,Vayne,Yuumi,1
NA1_5509605958,16.5,Bard,Malphite,Sett,Twitch,Viego,Garen,Karma,Rengar,Seraphine,Zoe,0
NA1_5509409029,16.5,AurelionSol,Diana,Lucian,Nami,Ornn,Corki,Lulu,Nasus,Rumble,Zed,1
NA1_5507058466,16.5,Ambessa,Jinx,Mordekaiser,TahmKench,Zed,Caitlyn,DrMundo,Nami,Zaahen,Zoe,0
NA1_5508794049,16.5,Gwen,Katarina,Leona,MissFortune,Qiyana,Morgana,Rumble,Sona,Varus,Warwick,1
NA1_5508224186,16.5,FiddleSticks,Garen,Kaisa,Thresh,Xerath,Gnar,Nidalee,Samira,Shen,TwistedFate,1
NA1_5508399630,16.5,Anivia,Malphite,Senna,Shaco,Smolder,Kennen,Nami,Qiyana,Sivir,Viktor,0
NA1_5507554750,16.5,Aatrox,Bard,Ezreal,Khazix,Veigar,Aphelios,Brand,Karma,Nocturne,Shen,0
NA1_5510742032,16.5,Ekko,Elise,Kled,Sion,Varus,Graves,Leblanc,Seraphine,Teemo,Zeri,0
NA1_5506256968,16.5,Ahri,Aphelios,Ornn,Pyke,Zed,JarvanIV,Lucian,Nami,Urgot,Xerath,1
NA1_5508243938,16.5,Aatrox,Ashe,Bard,Fizz,Sion,Caitlyn,Graves,Janna,Kled,Zoe,0
NA1_5507089687,16.5,Braum,Fizz,Jayce,Lucian,Shen,Garen,Lux,Smolder,Soraka,Sylas,1
NA1_5506081899,16.5,Gwen,Nasus,Nilah,Soraka,Zaahen,Mordekaiser,Thresh,Veigar,Viego,Yasuo,1
NA1_5509834618,16.5,Gwen,Lucian,Nasus,Rengar,Zyra,Heimerdinger,JarvanIV,Kaisa,Sion,Sivir,1
NA1_5508623751,16.5,Ambessa,Draven,RekSai,Thresh,Velkoz,Heimerdinger,LeeSin,Sion,Smolder,Teemo,0
NA1_5507845992,16.5,Aatrox,Caitlyn,Renekton,Shaco,Soraka,Gnar,Kaisa,LeeSin,Nautilus,Syndra,1
NA1_5507840382,16.5,Amumu,LeeSin,Sona,Sylas,Zeri,KogMaw,Pyke,Qiyana,TwistedFate,Zaahen,1
NA1_5506642655,16.5,Aphelios,Braum,Sion,Vladimir,Zaahen,MissFortune,Pantheon,Shyvana,Sylas,Yone,1
NA1_5509485240,16.5,AurelionSol,Ekko,Maokai,MissFortune,Nami,DrMundo,Orianna,Renekton,Varus,Zilean,1
NA1_5510826373,16.5,Caitlyn,Elise,Nami,Veigar,Yasuo,Jhin,Karma,Udyr,Urgot,Vex,1
NA1_5506037089,16.5,Caitlyn,Lux,Singed,Zac,Zed,Kaisa,MasterYi,Nautilus,Veigar,Warwick,0
NA1_5508928673,16.5,Ashe,Lux,Renekton,Syndra,XinZhao,Aurora,Gnar,Kaisa,Nami,Talon,0
NA1_5510368967,16.5,Bard,DrMundo,Ezreal,Graves,Leblanc,Caitlyn,Ekko,TahmKench,Viktor,Warwick,0
NA1_5509033652,16.5,Ashe,Galio,Jax,Soraka,Zaahen,Diana,Kaisa,Kayle,Nami,Qiyana,0
NA1_5509834783,16.5,Ambessa,Annie,Mel,Nocturne,Rell,Ezreal,Graves,Singed,TahmKench,Xerath,0
NA1_5507006571,16.5,Bard,Ekko,Kayle,Shen,Yunara,Corki,Gangplank,Kaisa,Malphite,Nautilus,1
NA1_5510563330,16.5,Aurora,Malphite,Varus,Viego,Yuumi,Evelynn,Pyke,Sion,Viktor,Yasuo,0
NA1_5507021531,16.5,Galio,Gwen,Pantheon,Twitch,Yasuo,Hecarim,Kaisa,Pyke,Smolder,Vladimir,1
NA1_5509468911,16.5,Brand,LeeSin,Seraphine,Thresh,Yone,MissFortune,Nami,Singed,TwistedFate,Vi,1
NA1_5510601309,16.5,Aphelios,Nasus,Nidalee,Thresh,Yone,Graves,Malzahar,Pyke,Swain,Zaahen,1
NA1_5509960282,16.5,Briar,Heimerdinger,Nautilus,Vladimir,Yunara,Garen,Hwei,JarvanIV,KogMaw,Senna,1
NA1_5508468478,16.5,Anivia,Jhin,Neeko,Shaco,Sion,Annie,Jax,Rakan,Viego,Yasuo,1
NA1_5509082911,16.5,Ahri,Belveth,Brand,Udyr,Varus,Amumu,Aurora,Diana,Jayce,Velkoz,1
NA1_5507300799,16.5,Ambessa,Diana,Rell,Samira,Viego,Kindred,Lux,Pyke,Shen,TwistedFate,0
NA1_5509826110,16.5,Bard,Galio,Lucian,Rengar,Riven,Kaisa,Katarina,Leona,Vi,Zaahen,0
NA1_5510627968,16.5,Graves,Jax,Nami,Orianna,Varus,Hecarim,Jayce,Jinx,Lulu,Sylas,1
NA1_5509844702,16.5,Braum,Cassiopeia,Jinx,KSante,Shen,Illaoi,Kassadin,Mel,Nautilus,Shaco,0
NA1_5507024706,16.5,Alistar,DrMundo,Kindred,Seraphine,Viktor,Brand,Jayce,TahmKench,Veigar,Zaahen,1
NA1_5510696173,16.5,Alistar,FiddleSticks,Mordekaiser,Nocturne,Zeri,Bard,Chogath,Hecarim,Jhin,Yorick,1
NA1_5510440683,16.5,Ezreal,Karma,Mordekaiser,Nocturne,Sion,Kled,Orianna,Rell,Samira,Vi,0
NA1_5508118214,16.5,Ambessa,Aphelios,Lissandra,Senna,Zac,Aurora,Diana,Leona,Qiyana,Xayah,1
NA1_5506793820,16.5,Ambessa,Kaisa,Rakan,Vayne,Zac,Anivia,Graves,Jax,Lucian,Nami,1
NA1_5509648113,16.5,Fizz,Rengar,Sona,Yasuo,Yuumi,Jinx,Mordekaiser,Renekton,Senna,Taliyah,0
NA1_5507630903,16.5,AurelionSol,Kaisa,Lucian,Nami,Zaahen,Karma,Malphite,Ryze,Twitch,Viego,0
NA1_5507119078,16.5,Blitzcrank,DrMundo,Jinx,Lissandra,Sett,Braum,Hwei,Kayle,Sion,Vayne,0
NA1_5505635585,16.5,Ambessa,Braum,Jax,Syndra,Tristana,Chogath,Kalista,LeeSin,TahmKench,Thresh,0
NA1_5506937186,16.5,Akshan,Hecarim,Nami,Nilah,Sejuani,Garen,Karma,Kassadin,Vayne,XinZhao,1
NA1_5507293265,16.5,Alistar,Darius,Orianna,Warwick,Yasuo,Ekko,Nasus,Vayne,Yuumi,Zac,1
NA1_5506105114,16.5,JarvanIV,Senna,TahmKench,Tryndamere,Xerath,Mel,Nasus,Nunu,Sona,Yunara,1
NA1_5506244370,16.5,Chogath,Ezreal,Irelia,Thresh,Zyra,Jhin,Malzahar,Ornn,Rengar,Velkoz,0
NA1_5509574442,16.5,Ashe,Aurora,Braum,Malphite,Vi,Draven,TahmKench,TwistedFate,Xayah,Zac,0
NA1_5509576908,16.5,Aatrox,Lissandra,Olaf,Senna,Vayne,Gangplank,Hwei,Rengar,Swain,Taric,1
NA1_5509595469,16.5,Aatrox,Ezreal,Nami,Viktor,Warwick,Janna,Nasus,RekSai,Teemo,Twitch,1
LA1_1700167500,16.5,Ahri,Jax,Xayah,Xerath,Zaahen,Ezreal,Hecarim,Nasus,Neeko,Singed,1
NA1_5509086785,16.5,Aatrox,Annie,JarvanIV,Lux,Neeko,Jhin,Karma,Kindred,Mordekaiser,Nasus,0
NA1_5508912335,16.5,Ambessa,Anivia,Ashe,Pyke,Rengar,Bard,Garen,Senna,Shen,Syndra,1
NA1_5510133137,16.5,Ahri,Gnar,JarvanIV,Rakan,TwistedFate,Malphite,Milio,Naafiri,Orianna,Sivir,1
NA1_5505721002,16.5,Akali,Ezreal,Galio,JarvanIV,Nami,DrMundo,Lulu,Mel,Sivir,XinZhao,1
NA1_5510033244,16.5,Amumu,Corki,Swain,Talon,Viego,Irelia,Katarina,Rengar,Senna,Yunara,1
NA1_5510240352,16.5,Aatrox,Braum,Corki,Graves,Mel,Darius,Diana,Seraphine,Varus,Vladimir,0
NA1_5509067124,16.5,Aphelios,FiddleSticks,Jayce,Nasus,Orianna,Ashe,Bard,Syndra,Udyr,Zaahen,0
NA1_5507849878,16.5,Braum,JarvanIV,Rumble,Velkoz,Yunara,Graves,Jayce,Jinx,Lux,Nautilus,0
NA1_5507417614,16.5,Ezreal,Fizz,Leona,Volibear,Yasuo,Shyvana,Smolder,Sylas,Taric,Warwick,1
NA1_5510563970,16.5,Bard,Ezreal,Galio,JarvanIV,Quinn,Graves,KSante,Kaisa,Karma,Zoe,1
NA1_5507084746,16.5,Caitlyn,Illaoi,Morgana,Rengar,Zed,Corki,DrMundo,Graves,Rell,Ziggs,1
NA1_5506538764,16.5,Ahri,Jax,Kaisa,MasterYi,Nautilus,Galio,Jayce,Nami,RekSai,Vayne,1
NA1_5510108685,16.5,Galio,Jinx,Kindred,Milio,Warwick,Garen,Janna,Kennen,Nocturne,Varus,0
NA1_5505639867,16.5,Anivia,Ezreal,Lulu,Poppy,Volibear,Gwen,Malphite,Samira,Syndra,Taric,1
NA1_5510537893,16.5,Bard,Fiora,Kaisa,LeeSin,Xerath,Ivern,Kayn,Malzahar,Nami,Viego,0
NA1_5508875317,16.5,Aphelios,Kindred,Sion,Sona,Sylas,Bard,Gangplank,LeeSin,Smolder,Syndra,1
NA1_5506017873,16.5,Akali,Aphelios,Chogath,Lulu,Sion,Gragas,Jinx,Milio,Rengar,Yasuo,0
NA1_5506805492,16.5,Aatrox,Ekko,Jinx,Lulu,Sion,Gangplank,LeeSin,Nami,Smolder,TwistedFate,0
NA1_5509033931,16.5,KogMaw,Malzahar,Milio,Renekton,Viego,Leona,Neeko,Ornn,Samira,Ziggs,0
NA1_5509260690,16.5,Aatrox,Aphelios,Sylas,Thresh,Zeri,Ahri,Ezreal,Fiora,Graves,Neeko,0
NA1_5506311103,16.5,Galio,Khazix,Vladimir,Volibear,Zyra,Jhin,Maokai,Qiyana,Renekton,Taliyah,1
NA1_5509494545,16.5,Ahri,Mordekaiser,Sejuani,Vayne,Yuumi,Aphelios,Briar,Irelia,Soraka,Viktor,0
NA1_5510830379,16.5,Jayce,Naafiri,Pantheon,Swain,Vayne,Lucian,Ryze,Sion,Soraka,Urgot,0
NA1_5506183794,16.5,Anivia,Jhin,LeeSin,Nautilus,Vladimir,MasterYi,Qiyana,Singed,Sona,Yunara,0
NA1_5507192453,16.5,Ezreal,Fizz,Karma,Nasus,Nunu,Heimerdinger,Jhin,Khazix,Nami,Riven,1
NA1_5508966339,16.5,Akshan,Garen,JarvanIV,Sona,Swain,Azir,DrMundo,Veigar,Zaahen,Zoe,0
NA1_5505600845,16.5,Bard,Ezreal,FiddleSticks,Renekton,Talon,Garen,Jayce,Karma,Naafiri,Xerath,0
NA1_5507771120,16.5,Akali,Darius,Elise,Kayn,Smolder,Brand,Jax,Karma,Leblanc,Tryndamere,0
NA1_5507800795,16.5,Caitlyn,Kayle,Leblanc,Talon,Thresh,Ezreal,Graves,Swain,Taric,Zed,1
NA1_5506046873,16.5,Alistar,Kaisa,Nocturne,Teemo,Zed,Jhin,Milio,Rengar,Singed,Sylas,0
NA1_5507791835,16.5,Aphelios,Braum,Khazix,Pantheon,Ryze,Draven,Ekko,Fiora,Seraphine,Shen,1
NA1_5507198535,16.5,Ahri,Lillia,Nidalee,Renekton,Vayne,Ezreal,Galio,Thresh,Trundle,Zaahen,0
NA1_5506198279,16.5,Kayle,Nasus,Thresh,Viego,Yunara,Rengar,Smolder,Sylas,Vayne,Xerath,0
NA1_5505809428,16.5,Ashe,Bard,Mordekaiser,Sejuani,Sylas,Milio,TwistedFate,Urgot,Vayne,Vi,0
NA1_5505685481,16.5,Ahri,Ashe,Graves,Karma,Volibear,Gragas,Kaisa,Kassadin,Poppy,Rell,0
NA1_5506205585,16.5,Akali,Khazix,Maokai,Samira,Warwick,Anivia,Aphelios,Bard,JarvanIV,Sett,1
NA1_5510224767,16.5,Cassiopeia,Gwen,Kaisa,LeeSin,Nami,Ekko,Ezreal,Karma,Khazix,Sion,1
NA1_5507214641,16.5,Ezreal,Kayle,Malphite,Soraka,TwistedFate,Katarina,Lucian,Nami,Ornn,XinZhao,0
NA1_5510619891,16.5,DrMundo,Ezreal,Jayce,Karma,Ryze,Fizz,Senna,Seraphine,Vayne,Warwick,0
NA1_5509069700,16.5,Ahri,Fiora,Morgana,Rengar,Yunara,Alistar,Aurora,DrMundo,Jinx,Lissandra,1
NA1_5506923778,16.5,Ambessa,Brand,Rakan,Shen,Yone,Ekko,Nasus,Orianna,Swain,Yunara,0
NA1_5508744791,16.5,Aatrox,Bard,Ekko,MissFortune,Rumble,Briar,Corki,Katarina,Shaco,Sona,1
NA1_5505497164,16.5,Caitlyn,Ekko,Mel,Renekton,Syndra,DrMundo,Jayce,Orianna,Senna,Xerath,0
NA1_5509079623,16.5,Diana,Jhin,Kassadin,Leona,Pantheon,Ezreal,Fizz,Hecarim,Sion,Zilean,1
NA1_5507616971,16.5,Annie,Braum,Kassadin,LeeSin,Smolder,AurelionSol,Draven,Evelynn,Fizz,Leona,0
NA1_5507832024,16.5,Braum,Elise,Nilah,Yasuo,Yone,Darius,Jinx,Rengar,TahmKench,Viktor,0
NA1_5506932184,16.5,Ezreal,Mordekaiser,Neeko,Shen,Shyvana,Samira,Smolder,Sona,Sylas,Zyra,1
NA1_5508335442,16.5,Aphelios,Blitzcrank,Galio,Nocturne,Shen,Ezreal,Kassadin,Ornn,Sylas,Talon,1
NA1_5506089936,16.5,Ambessa,Corki,Janna,Rengar,Viktor,Draven,Nami,Teemo,Viego,Vladimir,0
NA1_5510104395,16.5,Annie,Gwen,MissFortune,Nautilus,Vayne,Ekko,Rakan,Sett,Shen,Xayah,0
NA1_5508462618,16.5,Gangplank,Jayce,Lulu,Vayne,Zaahen,Pantheon,Rell,Rumble,Viktor,Yasuo,1
NA1_5510234904,16.5,Akshan,Karthus,Nautilus,Rumble,XinZhao,Anivia,Ezreal,Katarina,Kindred,Shaco,1
NA1_5508118906,16.5,Chogath,Corki,Gwen,Nautilus,Yasuo,Mel,Nocturne,Sion,Sivir,Xerath,0
NA1_5506714346,16.5,Ambessa,Braum,Galio,Graves,Swain,Ezreal,Gnar,LeeSin,Rakan,Sylas,1
NA1_5507528165,16.5,Braum,Kaisa,Kindred,Qiyana,Renekton,Caitlyn,Kled,Leblanc,MasterYi,Nami,1
NA1_5510107262,16.5,Ashe,Brand,Graves,Poppy,Zyra,Corki,FiddleSticks,Kayle,Taliyah,Yone,0
NA1_5505616750,16.5,Alistar,Ashe,DrMundo,MonkeyKing,Orianna,Diana,KSante,Mel,Sivir,Yone,1
NA1_5506346887,16.5,Aatrox,Akali,Graves,Lulu,Yunara,Ezreal,Karma,Rengar,Veigar,Yone,0
NA1_5507782411,16.5,Blitzcrank,Brand,Riven,Singed,Zed,Kaisa,Karma,Rengar,Tryndamere,Xerath,0
NA1_5510350929,16.5,Ambessa,Briar,Fizz,Jhin,Zilean,Janna,Jinx,KSante,Rengar,TwistedFate,1
NA1_5510747045,16.5,Corki,FiddleSticks,Graves,Mel,Morgana,Illaoi,Ivern,Jhin,Leona,Viktor,0
NA1_5510411583,16.5,Fizz,Jayce,Jhin,Qiyana,Viktor,Nautilus,Syndra,Urgot,Volibear,Yunara,0
NA1_5505603511,16.5,Ambessa,Draven,Katarina,Maokai,Varus,KSante,Seraphine,Taliyah,Tryndamere,Velkoz,1
NA1_5507170548,16.5,Ahri,Khazix,Lulu,Smolder,Yone,Graves,Illaoi,Karma,Malzahar,Zed,1
NA1_5506710300,16.5,Anivia,Briar,FiddleSticks,Gnar,Senna,Ashe,Graves,Rengar,Ryze,Sett,0
NA1_5506967190,16.5,Belveth,Ezreal,Kayle,Soraka,Viktor,Gnar,Kaisa,Milio,Qiyana,Volibear,1
NA1_5510553418,16.5,FiddleSticks,Milio,Tristana,Xerath,Zaahen,Jax,LeeSin,Nilah,Senna,Zed,0
NA1_5507898615,16.5,Aurora,Ezreal,Karma,Qiyana,Sylas,Irelia,Lux,Sivir,Udyr,Zyra,1
NA1_5510457289,16.5,Bard,Kaisa,Kayn,Sett,Talon,Gangplank,Khazix,Thresh,Veigar,Zaahen,1
NA1_5505855384,16.5,Irelia,MissFortune,Mordekaiser,Naafiri,Poppy,Maokai,Shaco,Yasuo,Yuumi,Zeri,1
NA1_5508512583,16.5,Ambessa,Karma,Naafiri,Ryze,Samira,KSante,Lucian,Pyke,Viego,Zoe,1
NA1_5507884209,16.5,Ambessa,Aphelios,Elise,Lissandra,Neeko,Caitlyn,Graves,Kassadin,Rengar,Yuumi,1
NA1_5510468836,16.5,JarvanIV,Milio,Singed,Sivir,Vex,Leblanc,Nasus,Smolder,Zaahen,Zilean,1
NA1_5508481383,16.5,DrMundo,Jayce,Karma,Lux,Urgot,Irelia,Kayle,Rumble,Soraka,Xayah,1
NA1_5510840734,16.5,Blitzcrank,JarvanIV,Ornn,Vayne,Veigar,Braum,Gnar,MissFortune,Mordekaiser,Ziggs,1
NA1_5509529013,16.5,Anivia,Camille,Karma,Smolder,XinZhao,Bard,Ezreal,Graves,Hwei,Jayce,1
NA1_5507100083,16.5,Graves,Gwen,Jhin,Swain,Taliyah,Jayce,Milio,Ryze,Senna,XinZhao,1
