match_id,patch,team_a_top,team_a_jg,team_a_mid,team_a_adc,team_a_sup,team_b_top,team_b_jg,team_b_mid,team_b_adc,team_b_sup,team_a_win
NA1_5509135813,16.5,Garen,MasterYi,Annie,Caitlyn,Zilean,Sion,Khazix,Viktor,TwistedFate,Zac,0
NA1_5505755860,16.5,Garen,Rengar,Varus,AurelionSol,Morgana,Teemo,Kayn,Sylas,Sivir,Lulu,1
NA1_5510872451,16.5,Gnar,Taliyah,Aurora,Xayah,Lulu,Malphite,Vi,Ahri,Corki,Nami,1
NA1_5511126427,16.5,Aurora,Volibear,Ekko,Jinx,Leona,Garen,Elise,Ahri,Vayne,Braum,1
NA1_5510786496,16.5,Jax,Sylas,Kassadin,Lucian,Poppy,Olaf,Kayn,Malzahar,Kaisa,Lulu,0
NA1_5505679091,16.5,Gwen,Kindred,Kayle,Jhin,Karma,Vladimir,Urgot,Ahri,Draven,Seraphine,0
NA1_5505946715,16.5,Gnar,JarvanIV,Malzahar,Yunara,Bard,Vayne,Lillia,Xerath,Corki,Nautilus,1
NA1_5509418336,16.5,Aatrox,Jayce,Akali,Draven,Pyke,Yone,Khazix,Ahri,Veigar,Rell,1
NA1_5509555481,16.5,Ornn,XinZhao,Viktor,MissFortune,JarvanIV,Yone,Elise,Orianna,Caitlyn,Rakan,0
NA1_5510930925,16.5,MasterYi,Udyr,Sion,Mel,Alistar,Yone,Rammus,Fizz,Caitlyn,Nami,0
NA1_5511511957,16.5,Darius,Shaco,Xerath,Jinx,Pyke,Sejuani,Nocturne,TwistedFate,Caitlyn,Karma,1
NA1_5509618511,16.5,Gnar,Zac,Ryze,Varus,Nautilus,Zed,Olaf,Brand,Twitch,Lulu,0
NA1_5512420714,16.5,Sion,Kindred,Lissandra,Ashe,Karma,Vayne,Graves,Galio,Twitch,Maokai,0
NA1_5509788382,16.5,Sion,Udyr,Hwei,TahmKench,Zilean,Teemo,Graves,Ryze,Sivir,Thresh,1
NA1_5512267453,16.5,Gwen,LeeSin,Fiora,Jinx,Alistar,TahmKench,Kindred,Fizz,Smolder,Shen,0
NA1_5506688851,16.5,Aatrox,Nocturne,Swain,Jinx,Lulu,Mordekaiser,RekSai,Yone,Yunara,Janna,1
NA1_5509581021,16.5,Riven,Graves,Akali,Ashe,Thresh,Zac,Qiyana,Lissandra,Twitch,Lulu,0
NA1_5509380660,16.5,Kled,Kayn,Yone,Mel,Janna,Varus,Nocturne,Taliyah,Kaisa,Leona,1
NA1_5507196169,16.5,Nasus,Belveth,Naafiri,Mel,Anivia,Veigar,Ekko,Syndra,Yunara,Sona,1
NA1_5506223379,16.5,Ambessa,Belveth,Yasuo,Smolder,Sona,Kled,RekSai,Galio,Draven,Maokai,1
NA1_5508222014,16.5,Urgot,LeeSin,Galio,Ezreal,Nami,Zaahen,Ivern,Talon,AurelionSol,Morgana,1
NA1_5507385071,16.5,Garen,Evelynn,Zed,Kaisa,Poppy,Jayce,Shen,Viktor,MissFortune,Nautilus,0
NA1_5511081814,16.5,Kennen,Graves,Ahri,MissFortune,Blitzcrank,Vladimir,Jax,Sylas,Smolder,Seraphine,1
NA1_5505627941,16.5,Ambessa,DrMundo,Anivia,Ezreal,Pyke,Jax,Khazix,Ahri,Kaisa,Nautilus,0
NA1_5510612983,16.5,Fiora,Ivern,Yone,Ezreal,Zilean,Yorick,Talon,Anivia,Twitch,Nami,0
NA1_5511837629,16.5,Garen,Nidalee,Jayce,Corki,Ashe,KSante,Nunu,Vladimir,Zeri,Shaco,0
NA1_5510209933,16.5,Aatrox,Kayn,Hwei,Tristana,Maokai,Fiora,Warwick,Galio,MissFortune,AurelionSol,1
NA1_5510982526,16.5,Aatrox,Udyr,Taliyah,Corki,Elise,Gnar,Vi,Xerath,Jinx,Milio,0
NA1_5509083225,16.5,Jayce,XinZhao,Sylas,Vayne,Leona,Volibear,Viego,Vladimir,Draven,Thresh,0
NA1_5510460299,16.5,Garen,Volibear,Katarina,MissFortune,Milio,Trundle,Lillia,Fizz,Jinx,Janna,1
NA1_5511979837,16.5,Ambessa,Shaco,Aurora,Caitlyn,Soraka,Sion,MasterYi,Ahri,Mel,Nami,0
NA1_5509083376,16.5,Gangplank,Talon,Cassiopeia,Brand,Hwei,Yone,DrMundo,Vex,Ashe,Soraka,1
NA1_5510108151,16.5,Irelia,Evelynn,Kennen,KogMaw,Braum,RekSai,Lillia,Kled,Kalista,Thresh,1
NA1_5506885125,16.5,Garen,Viego,Zoe,Kaisa,Thresh,Ornn,JarvanIV,AurelionSol,Smolder,Xerath,0
NA1_5511830447,16.5,Fizz,LeeSin,Malzahar,Caitlyn,Zyra,Yorick,XinZhao,Taliyah,Jhin,Velkoz,1
NA1_5508453265,16.5,Chogath,Jayce,Zoe,Ashe,Zyra,Ornn,RekSai,Ahri,Caitlyn,Seraphine,0
NA1_5508736604,16.5,Gangplank,Khazix,Katarina,Ezreal,Seraphine,Riven,LeeSin,Leblanc,Twitch,Lulu,0
NA1_5509578001,16.5,DrMundo,Ambessa,Galio,Smolder,Camille,Mordekaiser,Fizz,Zed,Twitch,Bard,0
NA1_5510674574,16.5,Illaoi,Nocturne,Veigar,Lucian,Soraka,Renekton,Graves,Orianna,AurelionSol,Sylas,0
NA1_5507762789,16.5,Mordekaiser,LeeSin,Yasuo,Corki,Blitzcrank,Yone,Volibear,Malphite,Ashe,Anivia,0
NA1_5511564955,16.5,Jax,Naafiri,Fizz,Lucian,Nautilus,Urgot,Graves,Syndra,Yasuo,Taric,0
NA1_5507777104,16.5,Gnar,Kindred,Zoe,Jhin,Zilean,Ornn,Viego,Anivia,Caitlyn,Braum,1
NA1_5505531464,16.5,Riven,Qiyana,Swain,Ezreal,Karma,Tryndamere,Amumu,Talon,Caitlyn,Nami,1
NA1_5507917192,16.5,Trundle,Graves,Mel,Ashe,Janna,Yasuo,Ekko,Xerath,Sion,Zoe,0
NA1_5509527945,16.5,Gnar,LeeSin,Malzahar,Ezreal,Nami,Nasus,Khazix,Xerath,Lucian,Leblanc,0
NA1_5511022496,16.5,Darius,FiddleSticks,Yasuo,Jhin,Nautilus,Kayle,Viego,Diana,Tristana,Rakan,1
NA1_5510711081,16.5,Camille,Graves,Xerath,Draven,Maokai,Zaahen,Belveth,Syndra,Aphelios,Lulu,1
NA1_5510782097,16.5,Fiora,Zaahen,Mel,KogMaw,Taric,Ornn,Ambessa,Zoe,Ezreal,Lux,0
NA1_5509100480,16.5,Fizz,Graves,Xerath,Jhin,Nami,Heimerdinger,RekSai,Brand,Sivir,Sona,0
NA1_5511301678,16.5,Garen,RekSai,Viktor,Draven,Nami,Sion,Ekko,Naafiri,Caitlyn,Thresh,0
NA1_5509657498,16.5,Fiora,Graves,Sylas,Ezreal,Rammus,Riven,Khazix,Irelia,Veigar,Soraka,1
NA1_5505694755,16.5,Garen,Lillia,Lissandra,Xayah,Janna,Urgot,Talon,Ekko,Karthus,Nami,1
NA1_5510458802,16.5,Garen,Hecarim,Katarina,Senna,Soraka,Kayle,Kayn,Ahri,Jhin,Leona,1
NA1_5511200756,16.5,Mordekaiser,Graves,Viktor,Corki,Thresh,Shen,Lillia,Aurora,Smolder,Milio,1
NA1_5512365543,16.5,Lucian,Ekko,Ahri,Caitlyn,Velkoz,Vayne,Nocturne,TwistedFate,Smolder,Nautilus,0
NA1_5507173988,16.5,Gwen,Kayn,Jinx,Smolder,Soraka,Shen,Talon,Ahri,Ezreal,Karma,0
NA1_5509640012,16.5,Darius,Viego,Sylas,Ashe,Neeko,Volibear,Vi,Kassadin,Jhin,Yuumi,1
NA1_5506494404,16.5,Pantheon,Ivern,Chogath,Nilah,Soraka,Ryze,Naafiri,Sion,Xayah,Brand,1
NA1_5509377394,16.5,Darius,Viego,Diana,Aphelios,Braum,Fiora,Graves,Xerath,Zeri,Leona,1
NA1_5506523558,16.5,Darius,Teemo,Viktor,Tristana,Nautilus,Renekton,MasterYi,Mel,Ashe,Braum,1
NA1_5507548644,16.5,Mordekaiser,Graves,Swain,Jinx,Braum,Riven,Pantheon,Vladimir,Mel,Senna,1
NA1_5512444464,16.5,Aatrox,DrMundo,Fizz,Caitlyn,Elise,Teemo,Trundle,Viktor,Aphelios,Thresh,1
NA1_5511122704,16.5,Sion,Graves,Sylas,Vladimir,Neeko,Zed,Talon,Taliyah,Jinx,Janna,0
NA1_5507142055,16.5,Irelia,LeeSin,Ekko,Ezreal,Zac,Yone,Graves,Ryze,Twitch,Braum,1
NA1_5511391771,16.5,Singed,DrMundo,Graves,Nilah,Rakan,Vayne,Elise,Yone,Kaisa,Sona,0
NA1_5510883547,16.5,Gangplank,Lillia,Akshan,Kaisa,Zilean,Ornn,Khazix,Veigar,Ezreal,Blitzcrank,0
NA1_5510755855,16.5,Malphite,Lillia,Jayce,Jhin,Senna,Urgot,Trundle,Anivia,Veigar,Seraphine,1
NA1_5507866726,16.5,Shen,Nidalee,Yasuo,Ezreal,Pantheon,Urgot,Viego,Veigar,Sivir,Lulu,1
NA1_5511573358,16.5,Sion,Ekko,Anivia,Aphelios,Lulu,Zaahen,Naafiri,Swain,Caitlyn,Karma,1
NA1_5508612550,16.5,Kennen,Nunu,Velkoz,Samira,Nautilus,Vayne,Naafiri,Veigar,Brand,Leona,0
NA1_5511110742,16.5,Gnar,Ekko,Irelia,Lucian,Nami,Sejuani,Nocturne,Akali,Ashe,Bard,1
NA1_5512096129,16.5,Jayce,Khazix,Velkoz,Ashe,Seraphine,Shen,Viego,Riven,Twitch,Pyke,0
NA1_5510020944,16.5,Gnar,Khazix,Ahri,Ashe,Velkoz,Yorick,LeeSin,Sylas,Caitlyn,Karma,0
NA1_5508034066,16.5,Fiora,Ambessa,Galio,Brand,Gragas,KSante,Talon,Leblanc,Rengar,Ivern,0
NA1_5511477474,16.5,Gwen,XinZhao,Zilean,Senna,Lulu,Ornn,Rengar,Leblanc,Yunara,Seraphine,1
NA1_5511518528,16.5,Aurora,Belveth,Ivern,Aphelios,Janna,Yasuo,Viego,Viktor,Lux,Senna,0
NA1_5509557367,16.5,Ornn,Ekko,Malzahar,Kaisa,Lulu,Vayne,Jayce,Viego,Ziggs,Ezreal,1
NA1_5507908075,16.5,Gnar,MasterYi,Soraka,Syndra,Bard,Irelia,Graves,Mel,Samira,Zilean,1
NA1_5511090880,16.5,Vayne,Belveth,Swain,Jayce,Janna,Zaahen,Shaco,Talon,Soraka,Sona,0
NA1_5509377560,16.5,Mordekaiser,Skarner,Zoe,Vayne,Sona,Yasuo,Taliyah,Lucian,Corki,Nautilus,0
NA1_5511741994,16.5,Aurora,Vi,Viktor,Ashe,Karma,Malphite,Ambessa,Akshan,Ziggs,Nami,0
NA1_5511039828,16.5,Aatrox,Rengar,Xerath,Ezreal,Soraka,Shen,Elise,Mel,Smolder,Leona,0
NA1_5505975318,16.5,Gragas,Elise,Zed,Kaisa,Rakan,KSante,Hecarim,Vladimir,Jinx,Braum,1
NA1_5507657869,16.5,Darius,Lillia,Ahri,Yunara,Bard,Smolder,Hecarim,Orianna,Caitlyn,Maokai,0
NA1_5507449421,16.5,Fiora,JarvanIV,Zac,Tristana,Yuumi,Jax,Aatrox,Azir,Xerath,Thresh,0
NA1_5511216548,16.5,Illaoi,Graves,Viktor,Varus,Nami,Mordekaiser,XinZhao,Qiyana,Brand,Leona,0
NA1_5507232465,16.5,Garen,Evelynn,Ahri,Varus,Sona,Jax,LeeSin,Leblanc,Jinx,Senna,1
NA1_5510222142,16.5,Gangplank,Zaahen,Ryze,Ezreal,Velkoz,Yasuo,FiddleSticks,Syndra,Kaisa,Nami,0
NA1_5510208141,16.5,Kayle,Zaahen,Ahri,Lux,Sona,Renekton,XinZhao,Veigar,Yunara,Zilean,0
NA1_5506467495,16.5,Kayle,Talon,Galio,Jinx,Seraphine,Mordekaiser,Hecarim,Katarina,Swain,Zilean,1
NA1_5510977484,16.5,Fiora,Sylas,Tristana,Smolder,Mel,Nasus,Belveth,Vayne,Varus,TahmKench,1
NA1_5507038530,16.5,Jax,Darius,Syndra,Aphelios,Nautilus,Ornn,RekSai,Ahri,Caitlyn,Sona,0
NA1_5511655617,16.5,Camille,Naafiri,Gragas,Xayah,Orianna,Urgot,Rengar,Alistar,Veigar,Soraka,1
NA1_5510103509,16.5,Rumble,JarvanIV,Ahri,Kaisa,Alistar,Ryze,Talon,Irelia,Caitlyn,Rakan,0
NA1_5512018525,16.5,Fiora,Graves,Orianna,Caitlyn,Karma,Renekton,Naafiri,AurelionSol,Aphelios,Thresh,1
NA1_5511149785,16.5,Rumble,Graves,Leblanc,Sivir,Anivia,Vladimir,Talon,Syndra,Smolder,Neeko,0
NA1_5511474652,16.5,Aatrox,Kayn,Akali,Hwei,Nautilus,RekSai,LeeSin,Zed,Yunara,Xerath,0
NA1_5506329700,16.5,Kayle,Ambessa,Zed,Corki,Lux,Nasus,Evelynn,Diana,Aphelios,Thresh,0
NA1_5505964841,16.5,Ambessa,Khazix,Ahri,Heimerdinger,Thresh,Yorick,MonkeyKing,Leblanc,Caitlyn,Nautilus,1
NA1_5507853842,16.5,Darius,Nocturne,Orianna,Swain,Bard,Vayne,Udyr,Qiyana,Yunara,Poppy,0
NA1_5510046999,16.5,Olaf,Neeko,Malzahar,Tristana,Bard,Urgot,Ivern,Qiyana,Ezreal,Leona,1
NA1_5511895197,16.5,Aatrox,XinZhao,Syndra,Ashe,Thresh,Darius,Graves,Aurora,Twitch,Lulu,0
NA1_5509263728,16.5,Shen,Shaco,Yasuo,Smolder,Sona,Singed,Teemo,Yone,Mel,Soraka,1
NA1_5510601402,16.5,Yone,Sylas,Akali,Lucian,Nami,Zoe,Jayce,Ahri,Hwei,Nautilus,0
NA1_5512400223,16.5,Riven,LeeSin,TwistedFate,Jinx,Lulu,Teemo,Nidalee,Irelia,Xayah,Nautilus,0
NA1_5509989448,16.5,Mordekaiser,Jax,Lissandra,MissFortune,Alistar,XinZhao,LeeSin,Malzahar,Jinx,Blitzcrank,0
NA1_5505756218,16.5,Urgot,Vi,Ahri,Xayah,Karma,Zaahen,Zed,Veigar,Twitch,Lulu,1
NA1_5506909630,16.5,Aurora,MasterYi,Viktor,Jinx,Neeko,Kennen,Briar,Taliyah,Draven,Thresh,1
NA1_5511064006,16.5,Mordekaiser,Graves,Sylas,Lucian,Anivia,Olaf,Belveth,Ahri,Corki,Thresh,0
NA1_5511527113,16.5,Malphite,XinZhao,Talon,Ezreal,Velkoz,Ornn,Udyr,TwistedFate,Jhin,Senna,0
NA1_5508465363,16.5,Ambessa,Rumble,Zed,Jinx,TahmKench,Trundle,Shen,Vladimir,Draven,Blitzcrank,1
NA1_5509243500,16.5,Sejuani,Shyvana,Ahri,Varus,Nautilus,Yorick,Graves,Brand,Ezreal,Pyke,1
NA1_5512315157,16.5,KSante,Karthus,Taliyah,Mel,Poppy,Sion,Rengar,Galio,Yunara,Leona,0
NA1_5510489519,16.5,KSante,Zac,Talon,Xayah,Thresh,Rengar,Ivern,Katarina,Vayne,Soraka,0
NA1_5511195050,16.5,Singed,Graves,Zed,Anivia,Alistar,Urgot,XinZhao,Yone,Jinx,Soraka,1
NA1_5508777522,16.5,Mordekaiser,Trundle,MasterYi,Zeri,Nami,Sett,Rammus,Akshan,Yunara,Karma,0
NA1_5509765345,16.5,Gangplank,Zaahen,Ahri,Kaisa,Leona,Poppy,Khazix,Vladimir,Xayah,Bard,0
NA1_5510989076,16.5,Irelia,Kayn,Ahri,Mel,Karma,Vladimir,Teemo,Jayce,Nilah,Sona,1
NA1_5508786726,16.5,Mordekaiser,Viego,Yasuo,Mel,Braum,Ryze,Jax,Viktor,Jhin,Senna,0
NA1_5507746434,16.5,Aurora,Naafiri,Annie,Ezreal,Nami,Pantheon,Graves,Fizz,Vayne,Nautilus,0
NA1_5506698102,16.5,Ambessa,Hecarim,Annie,Zeri,Yuumi,Fiora,Amumu,Naafiri,Caitlyn,Milio,1
NA1_5512318690,16.5,Darius,Kindred,Garen,Mel,Ashe,Swain,Viego,Veigar,Jinx,Senna,1
NA1_5509398963,16.5,Ambessa,Viego,Lux,Yunara,Soraka,Garen,XinZhao,Viktor,Aphelios,Blitzcrank,0
NA1_5510251311,16.5,Camille,Gwen,Nasus,Yunara,Milio,Renekton,Zaahen,Ziggs,Ezreal,Karma,1
NA1_5509009474,16.5,Garen,LeeSin,Zoe,Caitlyn,Bard,Vayne,XinZhao,Sylas,Yunara,Senna,1
NA1_5510872089,16.5,Renekton,Talon,Qiyana,Jhin,Nami,Varus,Graves,Syndra,Jinx,Braum,0
NA1_5506741251,16.5,Jax,Viego,Akshan,Viktor,Nami,Pantheon,Ekko,Yone,Yunara,Karma,0
NA1_5506363872,16.5,Riven,Volibear,Zoe,MissFortune,Zilean,Zaahen,Shaco,Katarina,Kaisa,Shen,0
NA1_5508658502,16.5,Gnar,Aatrox,AurelionSol,Draven,Nami,Kennen,Kayn,Kassadin,Jhin,Zyra,0
NA1_5507642649,16.5,Gangplank,Elise,Yone,Kalista,Nautilus,Ornn,Shyvana,Yasuo,Kaisa,Rell,0
NA1_5506256306,16.5,Camille,Taliyah,Qiyana,Sivir,Brand,Garen,Kindred,Galio,Yunara,TahmKench,0
NA1_5509104173,16.5,Olaf,Rumble,Mel,KogMaw,Milio,Yorick,Zac,XinZhao,Hwei,Thresh,1
NA1_5505875149,16.5,Irelia,Kindred,Kennen,Corki,Leona,KSante,Shen,Akali,Caitlyn,Seraphine,0
NA1_5511795502,16.5,Gwen,Evelynn,Quinn,Draven,Blitzcrank,Orianna,Graves,Kassadin,Corki,Nami,1
NA1_5512343108,16.5,Nasus,Graves,Viktor,KogMaw,Zilean,Smolder,Skarner,Anivia,Caitlyn,Sona,1
NA1_5511450582,16.5,Jax,Viego,Ryze,Jinx,Poppy,Jayce,Graves,Viktor,Ezreal,Bard,1
NA1_5506452383,16.5,Illaoi,Naafiri,Veigar,Ashe,Braum,Rumble,Qiyana,Zed,Varus,Seraphine,0
NA1_5505726386,16.5,Briar,Ivern,Vex,Jinx,Janna,Malphite,Ambessa,Hwei,Ezreal,Karma,0
NA1_5511576879,16.5,Aurora,Nocturne,Taliyah,Kaisa,Nami,Fiora,Kindred,Syndra,Draven,Seraphine,0
NA1_5507409062,16.5,Chogath,Ambessa,Zoe,MissFortune,Rakan,Kennen,Vi,Ahri,Ezreal,Nami,0
NA1_5509802879,16.5,Riven,FiddleSticks,Gragas,Caitlyn,Karma,Singed,Khazix,Malzahar,Xayah,Thresh,1
NA1_5509868205,16.5,Nasus,Viego,Sylas,Smolder,Leona,Ryze,Hecarim,Katarina,Lucian,Braum,0
NA1_5508711612,16.5,Teemo,Shaco,Nunu,KogMaw,Braum,Zaahen,Elise,Syndra,Yunara,Thresh,0
NA1_5508015751,16.5,FiddleSticks,Zed,Anivia,Kaisa,Leona,Rumble,RekSai,Sylas,Corki,Zyra,0
NA1_5510504646,16.5,Cassiopeia,Ambessa,Morgana,Kaisa,Nami,Jayce,Vayne,Veigar,Jinx,Elise,0
NA1_5506359206,16.5,Gangplank,Rengar,Fizz,Caitlyn,Janna,Vayne,LeeSin,Orianna,Ashe,Sona,0
NA1_5507002954,16.5,Malphite,Kayn,Talon,Brand,Velkoz,Volibear,Evelynn,Zed,Corki,Janna,1
NA1_5511719904,16.5,Jayce,DrMundo,Sylas,Varus,Bard,Rumble,XinZhao,Katarina,Samira,Nautilus,0
NA1_5508014600,16.5,DrMundo,Volibear,Talon,Smolder,Thresh,Teemo,FiddleSticks,Anivia,Ezreal,Yuumi,1
NA1_5511868382,16.5,Ambessa,FiddleSticks,Sylas,Lucian,Thresh,Heimerdinger,Shaco,Ahri,Jhin,Janna,0
NA1_5507290057,16.5,Sett,Khazix,Veigar,Ezreal,Neeko,Yone,Rengar,Mel,Twitch,Janna,0
NA1_5511749893,16.5,Malzahar,Briar,Tryndamere,Ashe,Alistar,Udyr,Zaahen,Sion,Mel,Karma,0
NA1_5510737917,16.5,Ambessa,Vi,Azir,Kaisa,Renata,Chogath,Gwen,Vex,Ezreal,Nami,1
NA1_5505776460,16.5,Chogath,Ambessa,Jayce,Jhin,Leona,FiddleSticks,Udyr,Tristana,Twitch,Braum,0
NA1_5508229285,16.5,Rumble,XinZhao,Malzahar,Jhin,Poppy,Sylas,FiddleSticks,Syndra,Draven,Nautilus,1
NA1_5506875626,16.5,Volibear,Vi,Ahri,Jhin,Bard,Yone,Nocturne,Ziggs,KogMaw,Rakan,0
NA1_5510882742,16.5,Jax,Zaahen,Katarina,Hwei,Sona,Kled,Diana,Zed,Aphelios,Thresh,0
NA1_5507977955,16.5,Riven,Brand,Sion,Seraphine,Nautilus,Shen,MonkeyKing,Diana,Syndra,Blitzcrank,1
NA1_5507795093,16.5,Ambessa,Malphite,Yone,Seraphine,Sona,Mordekaiser,Graves,Ahri,Yunara,Lulu,1
NA1_5510098417,16.5,Jax,Fizz,Tristana,Aphelios,Blitzcrank,Trundle,Qiyana,Kassadin,Veigar,Alistar,1
NA1_5512254098,16.5,Jayce,Viego,Zac,Sona,Karma,Yorick,LeeSin,Katarina,Seraphine,Soraka,0
NA1_5506820727,16.5,Ahri,Ivern,Corki,Lucian,Pantheon,Riven,FiddleSticks,Qiyana,Ziggs,Nautilus,0
NA1_5509871743,16.5,Fiora,Ekko,Zed,Caitlyn,Nami,Shen,Zac,Yone,Velkoz,Zyra,1
NA1_5507871409,16.5,Kennen,Talon,Corki,Kaisa,Lulu,Sion,Belveth,Aurora,Tristana,Thresh,0
NA1_5510407747,16.5,Aatrox,Rammus,Yone,AurelionSol,Brand,Camille,Ekko,Sylas,Syndra,Alistar,0
NA1_5511783823,16.5,Briar,Elise,Ryze,Twitch,Lulu,Vladimir,Trundle,Ahri,Kaisa,Braum,0
NA1_5511455306,16.5,Chogath,Belveth,Viktor,Twitch,Milio,Renekton,MasterYi,Akshan,Yunara,Rakan,1
NA1_5507812545,16.5,Yone,Kindred,TwistedFate,Aphelios,Lulu,Zaahen,Khazix,Katarina,Ezreal,Sona,0
NA1_5509119838,16.5,Sion,Rengar,Annie,Yunara,Sona,Vayne,Shen,Viktor,Twitch,Yuumi,1
NA1_5506524471,16.5,Renekton,Graves,Swain,Jinx,Nautilus,Tryndamere,Naafiri,Orianna,Jhin,Alistar,1
NA1_5507537642,16.5,Irelia,Lillia,Fizz,Yunara,Yuumi,Tryndamere,LeeSin,Leblanc,Jhin,Lulu,0
NA1_5510857921,16.5,Garen,Hecarim,Aurora,Twitch,Brand,Irelia,JarvanIV,AurelionSol,Swain,Nautilus,1
NA1_5507582642,16.5,Camille,Rengar,Akali,Graves,Nami,Garen,Viego,Leblanc,Zyra,FiddleSticks,1
NA1_5512213771,16.5,Irelia,Ekko,Ryze,Kaisa,Akshan,RekSai,Ambessa,Mel,Caitlyn,TahmKench,0
NA1_5507646158,16.5,Jayce,Zac,TwistedFate,Twitch,Nautilus,Sion,Trundle,Ryze,Sivir,Sona,0
NA1_5507872477,16.5,Kled,Nocturne,Viktor,Caitlyn,Karma,Yone,Lillia,Talon,Lucian,Milio,0
NA1_5507079390,16.5,Camille,Teemo,Leblanc,Vayne,Alistar,Mordekaiser,XinZhao,Syndra,Jinx,Sona,1
NA1_5505704406,16.5,Akali,DrMundo,Qiyana,TwistedFate,Senna,Shen,Viego,Galio,Mel,Neeko,0
NA1_5509574206,16.5,Renekton,Poppy,Yasuo,Veigar,Nami,Teemo,Vi,Ahri,Ezreal,Karma,1
NA1_5511670055,16.5,Gnar,Nidalee,Diana,MissFortune,Neeko,Warwick,Viego,Irelia,Kaisa,Alistar,1
NA1_5510797002,16.5,Ornn,Fizz,Lissandra,Yunara,Alistar,Renekton,Graves,Ekko,Tristana,Nautilus,1
NA1_5511907999,16.5,Anivia,Khazix,Qiyana,Ashe,Yuumi,Jax,JarvanIV,Veigar,Ezreal,Nami,1
NA1_5508345690,16.5,Gangplank,JarvanIV,Ekko,Sivir,Gragas,Sion,Belveth,Velkoz,Ashe,Alistar,1
NA1_5511954957,16.5,Garen,Zaahen,Lux,MissFortune,Sona,Kayle,Elise,Briar,Caitlyn,Soraka,0
NA1_5508121915,16.5,Kennen,JarvanIV,Syndra,Caitlyn,Thresh,Vayne,FiddleSticks,Fizz,AurelionSol,Nami,0
NA1_5512267435,16.5,Gangplank,Shen,Kayle,Draven,Janna,Riven,Gwen,Vladimir,Aphelios,XinZhao,1
NA1_5510308506,16.5,Jax,Viego,Kassadin,Veigar,Nautilus,Sett,Graves,Irelia,Yunara,Thresh,1
NA1_5507156409,16.5,Olaf,Graves,Aurora,Sivir,Seraphine,RekSai,Kayn,Diana,Ezreal,Karma,0
NA1_5507706823,16.5,Ornn,Aatrox,Orianna,Yunara,Annie,Ryze,Viego,Zed,Jhin,Maokai,1
NA1_5509040397,16.5,Pantheon,FiddleSticks,Ahri,Corki,Soraka,Vayne,Rumble,Ryze,Lucian,Nami,0
NA1_5505887383,16.5,Nasus,Nidalee,Syndra,Aphelios,Rell,Yasuo,Volibear,Fizz,Veigar,Nami,0
NA1_5511236260,16.5,Ambessa,Jayce,Viktor,Draven,Karma,Nasus,Nunu,Tristana,Jinx,Lulu,1
NA1_5505972781,16.5,Kled,LeeSin,Heimerdinger,Yunara,Braum,Riven,Ekko,Syndra,Draven,Nautilus,1
NA1_5506458052,16.5,Malphite,Nocturne,Veigar,Senna,Alistar,Sett,JarvanIV,Katarina,Samira,Seraphine,1
NA1_5511232802,16.5,Singed,Ekko,Cassiopeia,Twitch,Yuumi,Vayne,Zac,Vladimir,Ezreal,Karma,1
