C,penalty,train_loss,train_acc,val_loss,val_acc
0.1,l2,0.6329909422765163,0.6393506493506493,0.6454130642243197,0.6275757575757576
1.0,l2,0.6302192675175183,0.6425324675324675,0.6473751160410879,0.6256363636363637
3.0,l2,0.6293366137786355,0.6432727272727272,0.6484028032782209,0.6255151515151515
10.0,l2,0.6287456959017791,0.6433506493506493,0.649685848326883,0.6242424242424243
