match_id,source_platform,source_region,patch,blue_top,blue_jg,blue_mid,blue_adc,blue_sup,red_top,red_jg,red_mid,red_adc,red_sup,blue_top_wr,blue_jg_wr,blue_mid_wr,blue_adc_wr,blue_sup_wr,red_top_wr,red_jg_wr,red_mid_wr,red_adc_wr,red_sup_wr,blue_top_games,blue_jg_games,blue_mid_games,blue_adc_games,blue_sup_games,red_top_games,red_jg_games,red_mid_games,red_adc_games,red_sup_games,blue_avg_wr,red_avg_wr,avg_wr_diff,blue_win
NA1_5511675268,NA1,AMERICAS,16.5,Jax,Shaco,Akshan,Xayah,Karma,Yasuo,Hecarim,Kassadin,Zeri,Janna,0.5432692307692307,0.5779816513761468,0.5136986301369864,0.5209876543209877,0.5769230769230769,0.5419847328244275,0.5053003533568905,0.5138888888888888,0.6,0.5431034482758621,208,109,292,405,208,131,283,360,95,116,0.5465720487052856,0.5408554846692137,0.005716564036071903,0
NA1_5511130300,NA1,AMERICAS,16.5,Zaahen,Camille,Taliyah,Ezreal,Nami,Ambessa,LeeSin,Malzahar,Viktor,Janna,0.5368421052631579,0.5311355311355311,0.5155555555555555,0.5,0.510989010989011,0.5584415584415584,0.5495049504950495,0.5466666666666666,0.6,0.5431034482758621,95,273,225,316,364,231,202,225,95,116,0.5189044405886512,0.5595433247758274,-0.040638884187176205,1
NA1_5510925837,NA1,AMERICAS,16.5,Ambessa,Aatrox,Leblanc,Jinx,Milio,Smolder,Viego,Neeko,Jhin,Janna,0.5,0.5568181818181818,0.556786703601108,0.5802469135802469,0.5185185185185185,0.5343137254901961,0.5138888888888888,0.5080128205128205,0.6,0.5431034482758621,436,176,361,81,432,204,360,624,95,116,0.542474063503611,0.5398637766335534,0.0026102868700575987,1
NA1_5510910255,NA1,AMERICAS,16.5,Darius,Qiyana,Ahri,Yunara,Janna,Irelia,MasterYi,Sylas,Senna,Bard,0.5013550135501355,0.5475113122171946,0.4869942196531792,0.6,0.5431034482758621,0.505586592178771,0.4897196261682243,0.5636363636363636,0.486013986013986,0.6037735849056604,369,221,692,95,116,358,535,275,286,106,0.5357927987392743,0.5297460305806011,0.006046768158673221,1
NA1_5514776145,NA1,AMERICAS,16.5,Shen,Riven,Swain,Lucian,Yuumi,Yasuo,Kindred,Galio,Xayah,Blitzcrank,0.49344978165938863,0.5247933884297521,0.5284280936454849,0.5089686098654709,0.505338078291815,0.4945652173913043,0.5426997245179064,0.5387096774193548,0.5423728813559322,0.5439560439560439,229,484,299,446,281,368,363,310,177,364,0.5121955903783822,0.5324607089281084,-0.020265118549726124,1
NA1_5514750754,NA1,AMERICAS,16.5,Mordekaiser,Volibear,Swain,Senna,TahmKench,Olaf,Kayn,Ahri,Tristana,Braum,0.5387096774193548,0.4954128440366973,0.5284280936454849,0.5301204819277109,0.6,0.5202702702702703,0.6428571428571429,0.524822695035461,0.47875354107648727,0.5740740740740741,310,109,299,166,170,444,70,141,353,54,0.5385342194058496,0.5481555446626871,-0.009621325256837565,0
NA1_5514713465,NA1,AMERICAS,16.5,DrMundo,Khazix,Swain,Twitch,Milio,Urgot,Amumu,Irelia,Ziggs,Senna,0.5276381909547738,0.5302325581395348,0.5284280936454849,0.5189873417721519,0.5047923322683706,0.5079787234042553,0.5318352059925093,0.5095541401273885,0.4989059080962801,0.4870689655172414,199,215,299,237,313,752,267,157,457,696,0.5220157033560632,0.5070685886275349,0.014947114728528277,0
NA1_5514685801,NA1,AMERICAS,16.5,Riven,Jax,Annie,Jinx,Yuumi,Vayne,Fizz,Swain,Yone,Braum,0.5576923076923077,0.5083333333333333,0.6,0.6052631578947368,0.505338078291815,0.5533333333333333,0.46703296703296704,0.5284280936454849,0.7307692307692307,0.5043478260869565,156,120,290,38,281,150,182,299,104,230,0.5553253754424385,0.5567822901735945,-0.001456914731155945,0
NA1_5514646628,NA1,AMERICAS,16.5,Zaahen,Khazix,Ahri,Varus,Karma,Riven,Kayn,Swain,Ezreal,Xerath,0.5691056910569106,0.5625,0.48792270531400966,0.5189873417721519,0.5047923322683706,0.5227272727272727,0.48091603053435117,0.5284280936454849,0.46923076923076923,0.5291005291005291,246,48,414,237,313,308,393,299,390,189,0.5286616140822885,0.5060805390476814,0.022581075034607156,1
KR_8139304751,KR,ASIA,16.6,Gwen,LeeSin,Mel,Jinx,Braum,Yone,Graves,Ahri,Lucian,FiddleSticks,0.5703125,0.5070967741935484,0.5408163265306123,0.5235849056603774,0.5863453815261044,0.5705128205128205,0.5124324324324324,0.6535947712418301,0.5227272727272727,0.532051282051282,128,775,294,424,249,156,925,153,616,312,0.5456311775821285,0.5582637157931275,-0.012632538210998967,0
KR_8139284587,KR,ASIA,16.6,KSante,Nidalee,Xerath,Aphelios,Lulu,Olaf,LeeSin,Aurora,Sivir,Leona,0.5045685279187817,0.5307262569832403,0.5408163265306123,0.5633802816901409,0.4959016393442623,0.5981308411214953,0.49584487534626037,0.5535055350553506,0.4875816993464052,0.5010438413361169,985,179,294,142,244,107,361,271,765,479,0.5270786064934075,0.5272213584411257,-0.00014275194771817823,0
KR_8139244249,KR,ASIA,16.6,KSante,Naafiri,Zyra,Varus,Leona,Aatrox,Belveth,Vex,Aphelios,Bard,0.5045685279187817,0.5093167701863354,0.5079872204472844,0.5149425287356322,0.5560747663551402,0.5487179487179488,0.5333333333333333,0.5408163265306123,0.5181818181818182,0.52734375,985,483,626,435,214,195,330,294,550,256,0.5185779627286348,0.5336786353527425,-0.015100672624107747,0
KR_8139190892,KR,ASIA,16.6,Ryze,Belveth,Fizz,Xayah,Lulu,Rumble,Graves,Xerath,Ezreal,Nami,0.5757575757575758,0.5333333333333333,0.5538461538461539,0.5674603174603174,0.5466666666666666,0.5338645418326693,0.568,0.5408163265306123,0.5040322580645161,0.4817351598173516,99,330,195,252,375,251,125,294,248,438,0.5554128094128095,0.5256896572490298,0.02972315216377963,0
KR_8137876606,KR,ASIA,16.5,Yone,Lillia,Xerath,Yunara,Thresh,Aurora,Viego,Zilean,MissFortune,Leona,0.5085287846481876,0.5255255255255256,0.5053191489361702,0.5408805031446541,0.5175097276264592,0.5408163265306123,0.6222222222222222,0.5247524752475248,0.5063829787234042,0.5764705882352941,938,333,188,318,257,294,135,606,235,170,0.5195527379761994,0.5541289181918115,-0.03457618021561215,0
KR_8137826108,KR,ASIA,16.5,Camille,Nunu,Xerath,Draven,Alistar,Kled,Nidalee,Ahri,MissFortune,Rell,0.5042016806722689,0.725,0.5408163265306123,0.48598130841121495,0.4896551724137931,0.5105263157894737,0.4722222222222222,0.5416666666666666,0.5031185031185031,0.5337423312883436,119,120,294,321,145,380,36,168,481,163,0.5491308976055779,0.5122552078170418,0.03687568978853606,1
KR_8136879867,KR,ASIA,16.5,KSante,Viego,Xerath,Ezreal,Karma,Cassiopeia,Belveth,Ahri,Jhin,FiddleSticks,0.5365853658536586,0.5545454545454546,0.5408163265306123,0.5104895104895105,0.5697674418604651,0.48259860788863107,0.49584487534626037,0.5496894409937888,0.5009074410163339,0.5161290322580645,246,220,294,572,86,431,361,322,551,31,0.5424408198559403,0.5090338795006157,0.033406940355324544,0
KR_8136836654,KR,ASIA,16.5,Orianna,JarvanIV,Mel,Sivir,Karma,Nasus,Khazix,Aurora,Jinx,Lulu,0.5254237288135594,0.7346938775510204,0.5408163265306123,0.5471698113207547,0.527027027027027,0.504,0.5124760076775432,0.5108695652173914,0.6701030927835051,0.6470588235294118,236,49,294,212,370,125,521,276,194,187,0.5750261542485948,0.5689014978415703,0.006124656407024531,1
KR_8136786779,KR,ASIA,16.5,Rumble,MasterYi,Zed,Jinx,Alistar,Ryze,LeeSin,Vex,Aphelios,Elise,0.6304347826086957,0.5445026178010471,0.5342465753424658,0.5449101796407185,0.5021739130434782,0.5042918454935622,0.516728624535316,0.5408163265306123,0.50199203187251,0.4751552795031056,138,382,73,167,460,466,269,294,502,322,0.5512536136872811,0.5077968215870212,0.04345679210025988,1
KR_8136703128,KR,ASIA,16.5,Zaahen,Lillia,Ryze,Tristana,Alistar,Vayne,Qiyana,Mel,Hwei,Leona,0.48773006134969327,0.5255255255255256,0.5205479452054794,0.5401785714285714,0.5867158671586716,0.5367047308319739,0.530241935483871,0.5408163265306123,0.5240641711229946,0.5201465201465202,326,333,365,224,271,613,496,294,187,273,0.5321395941335882,0.5303947368231944,0.0017448573103938658,0
KR_8136568425,KR,ASIA,16.5,Yone,JarvanIV,Ekko,Ezreal,Neeko,Renekton,LeeSin,Orianna,Kaisa,Sylas,0.5408163265306123,0.5245901639344263,0.5260545905707196,0.5067114093959731,0.5137931034482759,0.5501022494887525,0.57,0.5440414507772021,0.5373406193078324,0.5457227138643068,294,244,403,298,290,489,100,193,549,339,0.5223931187760014,0.5494414066876188,-0.027048287911617397,0
KR_8135633749,KR,ASIA,16.5,Aatrox,Morgana,Viktor,Yunara,Taric,KSante,Kindred,Xerath,Jhin,Bard,0.5224719101123596,0.5357142857142857,0.5319148936170213,0.5113636363636364,0.4895287958115183,0.5222222222222223,0.6347305389221557,0.5408163265306123,0.4827586206896552,0.5317460317460317,178,84,282,176,382,270,167,294,319,126,0.5181987043237642,0.5424547480221354,-0.0242560436983712,0
KR_8135571297,KR,ASIA,16.5,Renekton,Khazix,Syndra,Jinx,Blitzcrank,Varus,Graves,Xerath,Cassiopeia,Mel,0.49514563106796117,0.5021097046413502,0.5482866043613707,0.5113438045375218,0.5031055900621118,0.506198347107438,0.6521739130434783,0.5408163265306123,0.5132275132275133,0.6305732484076433,206,237,321,573,322,484,69,294,189,157,0.5119982669340631,0.568597869663337,-0.05659960272927389,0
KR_8135521734,KR,ASIA,16.5,Ambessa,Nidalee,Vex,Jhin,Zyra,Fiora,Zaahen,Ahri,Kaisa,Rell,0.5487179487179488,0.6379310344827587,0.5408163265306123,0.5317919075144508,0.5102880658436214,0.5021097046413502,0.49874266554903607,0.4714285714285714,0.5243445692883895,0.5064377682403434,195,58,294,173,243,237,1193,70,267,233,0.5539090566178784,0.5006126558295381,0.053296400788340303,1
KR_8135452667,KR,ASIA,16.5,Jayce,Zaahen,Ahri,Jinx,Elise,Darius,Graves,Vex,Ezreal,Rakan,0.5138888888888888,0.518348623853211,0.4714285714285714,0.5603864734299517,0.532608695652174,0.48704663212435234,0.5348837209302325,0.5408163265306123,0.5052083333333334,0.5243445692883895,576,218,70,207,368,386,86,294,192,267,0.5193322506505594,0.518459916441384,0.0008723342091754294,1
KR_8135051277,KR,ASIA,16.5,Vayne,Viego,Xerath,Ezreal,Rell,Vex,LeeSin,Hwei,Caitlyn,Zilean,0.5053763440860215,0.577922077922078,0.5641025641025641,0.5631067961165048,0.5066079295154186,0.5408163265306123,0.514161220043573,0.5414201183431953,0.5443786982248521,0.5015197568389058,744,154,117,206,681,294,459,338,169,329,0.5434231423485174,0.5284592239962277,0.014963918352289718,0
KR_8134961536,KR,ASIA,16.5,Diana,LeeSin,Mel,Kaisa,Pyke,Kayle,Viego,Galio,MissFortune,Elise,0.5136054421768708,0.5168067226890757,0.5408163265306123,0.5495049504950495,0.5393939393939394,0.519650655021834,0.5129533678756477,0.5392670157068062,0.5295698924731183,0.5194805194805194,294,476,294,202,165,229,386,382,372,462,0.5320254762571095,0.5241842901115852,0.007841186145524315,1
KR_8133775587,KR,ASIA,16.5,Fiora,Nunu,Xerath,Jhin,Senna,Jax,Vi,Syndra,Sivir,Pyke,0.5481481481481482,0.5049019607843137,0.5408163265306123,0.5021834061135371,0.6310160427807486,0.5053956834532374,0.5138888888888888,0.5234375,0.5,0.5090252707581228,135,408,294,229,187,556,288,256,382,277,0.545413176871472,0.5103494686200498,0.03506370825142213,1
KR_8133691002,KR,ASIA,16.5,Cassiopeia,RekSai,Xerath,Kaisa,Thresh,Malphite,Taliyah,Ahri,Ezreal,Mel,0.627906976744186,0.545,0.5408163265306123,0.5262096774193549,0.5049019607843137,0.5635593220338984,0.4840764331210191,0.5535055350553506,0.5041322314049587,0.5309734513274337,86,200,294,496,408,236,314,271,242,113,0.5489669882956933,0.5272493945885321,0.021717593707161198,0
KR_8133386344,KR,ASIA,16.5,Shen,Hecarim,Katarina,Ezreal,Yuumi,Darius,Qiyana,Mel,Jinx,Karma,0.5421412300683371,0.5109489051094891,0.6138613861386139,0.5583333333333333,0.6690391459074733,0.516566265060241,0.5325,0.5408163265306123,0.496551724137931,0.4783783783783784,439,548,202,120,281,664,400,294,290,370,0.5788648001114494,0.5129625388214325,0.06590226129001686,0
KR_8139142915,KR,ASIA,16.6,Zaahen,Shaco,Viktor,Zeri,Velkoz,Ambessa,Shyvana,Akali,Yunara,Lulu,0.5430894308943089,0.5288888888888889,0.5440251572327044,0.5789473684210527,0.5764192139737991,0.5471204188481675,0.5505952380952381,0.5337837837837838,0.5382716049382716,0.5050675675675675,615,225,318,171,229,382,336,148,405,592,0.5542740118821508,0.5349677226466057,0.019306289235545004,1
KR_8139073096,KR,ASIA,16.6,Gnar,Graves,Yasuo,Mel,Taric,Jayce,Evelynn,Ahri,Caitlyn,Shen,0.5138211382113821,0.5440251572327044,0.5762411347517731,0.5462686567164179,0.5161290322580645,0.5,0.5694444444444444,0.4956896551724138,0.5090152565880721,0.6428571428571429,615,318,564,335,62,10,216,696,721,322,0.5392970238340684,0.5434012998124146,-0.004104275978346172,1
KR_8138526514,KR,ASIA,16.6,Jax,Lillia,Shyvana,Jhin,Karma,Vladimir,Ambessa,Qiyana,Cassiopeia,Alistar,0.5386819484240688,0.5440251572327044,0.5501022494887525,0.48148148148148145,0.538961038961039,0.5637065637065637,0.5236907730673317,0.5343680709534369,0.5432432432432432,0.5161290322580645,349,318,489,216,154,259,401,451,370,372,0.5306503751176093,0.536227536645728,-0.005577161528118713,0
KR_8138377466,KR,ASIA,16.6,RekSai,Elise,Lissandra,Ashe,Seraphine,Rumble,Graves,Azir,Varus,Braum,0.4688995215311005,0.5588235294117647,0.5448028673835126,0.5207715133531158,0.5059101654846335,0.5815602836879432,0.5440251572327044,0.5222929936305732,0.5309446254071661,0.5321637426900585,209,306,279,674,423,141,318,471,307,342,0.5198415194328254,0.5421973605296891,-0.022355841096863727,0
KR_8138362306,KR,ASIA,16.6,Shen,Ekko,Naafiri,Jhin,Poppy,Ambessa,Shyvana,Akali,Zeri,Lulu,0.5721271393643031,0.5440251572327044,0.5254833040421792,0.6694214876033058,0.5309446254071661,0.547244094488189,0.5079365079365079,0.5222929936305732,0.5270700636942676,0.5194805194805194,409,318,569,121,307,254,504,471,628,308,0.5684003427299318,0.5248048358460113,0.04359550688392044,0
OC1_695971855,OC1,SEA,16.6,Cassiopeia,JarvanIV,Orianna,Lucian,Nami,Sion,Briar,AurelionSol,Corki,Senna,0.6351351351351351,0.4976851851851852,0.5882352941176471,0.5577889447236181,0.5427728613569321,0.567741935483871,0.5618556701030928,0.5082644628099173,0.6063829787234043,0.519280205655527,74,432,187,199,339,155,194,242,188,389,0.5643234841037035,0.5527050505551625,0.011618433548540974,1
OC1_695082130,OC1,SEA,16.5,Ornn,Shyvana,Diana,Samira,Nautilus,TahmKench,XinZhao,Anivia,Ezreal,Velkoz,0.5064102564102564,0.45985401459854014,0.5376623376623376,0.5147540983606558,0.5016077170418006,0.5375586854460094,0.5064935064935064,0.47706422018348627,0.5577889447236181,0.5,624,137,385,305,311,426,77,327,199,140,0.504057684814718,0.515781071369324,-0.01172338655460603,0
OC1_695080406,OC1,SEA,16.5,Tryndamere,LeeSin,Yasuo,Ezreal,Karma,Jax,Graves,Katarina,Lucian,Nami,0.5854922279792746,0.49019607843137253,0.5073068893528184,0.5165289256198347,0.5404040404040404,0.5375586854460094,0.5029940119760479,0.5376623376623376,0.5577889447236181,0.5064102564102564,193,408,479,242,198,426,334,385,199,624,0.5279856323574681,0.5284828472436539,-0.000497214886185815,0
OC1_695076172,OC1,SEA,16.5,Zaahen,Viego,Ahri,Varus,Bard,Kayle,Sylas,Pantheon,Aphelios,Thresh,0.5376623376623376,0.6699029126213593,0.6470588235294118,0.5577889447236181,0.542016806722689,0.5,0.5294117647058824,0.5287958115183246,0.5668103448275862,0.5685279187817259,385,103,34,199,238,342,289,191,464,394,0.5908859650518832,0.5387091679667038,0.052176797085179416,0
OC1_695070741,OC1,SEA,16.5,Rumble,LeeSin,Ahri,Varus,TahmKench,Zed,Zaahen,Diana,Jhin,Karma,0.5487364620938628,0.6699029126213593,0.6470588235294118,0.517799352750809,0.5375586854460094,0.5555555555555556,0.5294117647058824,0.5,0.5577889447236181,0.5404040404040404,277,103,34,309,426,81,289,42,199,198,0.5842112472882904,0.5366320610778192,0.04757918621047119,1
OC1_694888432,OC1,SEA,16.5,Aatrox,Ambessa,Vex,Lucian,Nautilus,Zaahen,Rengar,Ekko,Yasuo,Maokai,0.6133333333333333,0.4845360824742268,0.5895522388059702,0.5577889447236181,0.5073068893528184,0.5375586854460094,0.5413793103448276,0.5316091954022989,0.5434782608695652,0.5573770491803278,150,194,134,199,479,426,290,348,230,183,0.5505034977379933,0.5422805002486057,0.008222997489387596,1
OC1_694877125,OC1,SEA,16.5,TahmKench,LeeSin,Ekko,Ashe,Zilean,Aatrox,Taliyah,TwistedFate,Lucian,Nami,0.5375586854460094,0.49019607843137253,0.5413793103448276,0.5308310991957105,0.631578947368421,0.5176151761517616,0.5387205387205387,0.5276073619631901,0.5577889447236181,0.5707317073170731,426,408,290,373,19,369,297,326,199,205,0.5463088241572682,0.5424927457752363,0.0038160783820319066,0
OC1_694871696,OC1,SEA,16.5,KSante,Graves,Ahri,Twitch,Karma,Heimerdinger,Taliyah,Nasus,Jhin,Soraka,0.5375586854460094,0.5413793103448276,0.47706422018348627,0.5102040816326531,0.5404040404040404,0.6039603960396039,0.7083333333333334,0.7647058823529411,0.5577889447236181,0.5573770491803278,426,290,327,98,198,101,96,51,199,183,0.5213220676022033,0.6384331211259648,-0.1171110535237615,0
OC1_694865738,OC1,SEA,16.5,Aatrox,Khazix,Smolder,Lux,Bard,Gragas,Graves,Galio,Lucian,Nami,0.49740932642487046,0.7222222222222222,0.5,0.5021097046413502,0.5377777777777778,0.5083798882681564,0.49747899159663866,0.5282258064516129,0.5577889447236181,0.4818181818181818,193,18,120,474,225,179,595,248,199,220,0.5519038062132442,0.5147383625716415,0.03716544364160268,0
OC1_694861812,OC1,SEA,16.5,Elise,Graves,Viktor,Ezreal,Senna,Jayce,Shen,Ahri,Aphelios,Lulu,0.5165289256198347,0.5555555555555556,0.5,0.5023474178403756,0.5370370370370371,0.4959349593495935,0.4718498659517426,0.5,0.5577889447236181,0.5012722646310432,242,81,58,213,378,492,373,120,199,393,0.5222937872105605,0.5053692069311995,0.016924580279361057,0
OC1_694822322,OC1,SEA,16.5,TahmKench,Talon,Orianna,Yunara,Sylas,Gnar,Taliyah,Akali,Aphelios,Pantheon,0.5375586854460094,0.5413793103448276,0.5561797752808989,0.5615763546798029,0.5183946488294314,0.5059288537549407,0.5387205387205387,0.5052910052910053,0.5577889447236181,0.5294117647058824,426,290,178,203,299,253,297,378,199,289,0.5430177549161941,0.527428221439197,0.015589533476997097,0
OC1_694818692,OC1,SEA,16.5,Zaahen,Talon,Taliyah,Aphelios,Janna,Malphite,Vi,Akali,Yasuo,Nautilus,0.5375586854460094,0.5413793103448276,0.5387205387205387,0.5577889447236181,0.5373134328358209,0.5515873015873016,0.5294117647058824,0.5052910052910053,0.5073068893528184,0.5057471264367817,426,290,297,199,134,252,289,378,479,174,0.5425521824141629,0.5198688174747579,0.022683364939405037,0
OC1_694817110,OC1,SEA,16.5,Malphite,Shen,Pantheon,Lucian,Zyra,Heimerdinger,LeeSin,Ekko,Katarina,Nami,0.5049180327868853,0.5269709543568465,0.5483870967741935,0.5577889447236181,0.509090909090909,0.6039603960396039,0.6699029126213593,0.6470588235294118,0.48788927335640137,0.4909090909090909,305,241,248,199,440,101,103,34,289,385,0.5294311875464904,0.5799440992911735,-0.05051291174468309,0
OC1_694815315,OC1,SEA,16.5,Chogath,Evelynn,Pantheon,Aphelios,Taric,Zaahen,Lillia,Akshan,Kaisa,Trundle,0.5073068893528184,0.6285714285714286,0.618421052631579,0.5561797752808989,0.5577889447236181,0.6486486486486487,0.5169082125603864,0.5434782608695652,0.5648148148148148,0.5057471264367817,479,140,76,178,199,111,207,230,108,174,0.5736536181120686,0.5559194126660394,0.017734205446029216,1
OC1_694811838,OC1,SEA,16.5,Aatrox,Graves,Ryze,Ashe,Bard,Yone,Ekko,Pantheon,Jhin,Leona,0.6486486486486487,0.5169082125603864,0.5176151761517616,0.5561797752808989,0.5183673469387755,0.5497076023391813,0.6285714285714286,0.618421052631579,0.5577889447236181,0.4675324675324675,111,207,369,178,245,171,140,76,199,231,0.5515438319160942,0.5644042991596548,-0.012860467243560603,1
