match_id,source_platform,source_region,patch,blue_top,blue_jg,blue_mid,blue_adc,blue_sup,red_top,red_jg,red_mid,red_adc,red_sup,blue_top_wr,blue_jg_wr,blue_mid_wr,blue_adc_wr,blue_sup_wr,red_top_wr,red_jg_wr,red_mid_wr,red_adc_wr,red_sup_wr,blue_top_games,blue_jg_games,blue_mid_games,blue_adc_games,blue_sup_games,red_top_games,red_jg_games,red_mid_games,red_adc_games,red_sup_games,blue_avg_wr,red_avg_wr,avg_wr_diff,blue_win
SG2_141591636,SG2,SEA,16.6,Akshan,Viego,Ornn,MissFortune,Yuumi,Varus,Nocturne,Diana,Twitch,Nautilus,0.55,0.5260115606936416,0.4824561403508772,0.5315315315315315,0.5,0.5733333333333334,0.45454545454545453,0.47804878048780486,0.25,0.4900662251655629,80,346,114,111,52,150,264,205,12,302,0.5179998465152101,0.44919875870643117,0.06880108780877897,1
SG2_141582974,SG2,SEA,16.6,Riven,MasterYi,Zed,Lucian,Yuumi,Teemo,Nocturne,Leblanc,Senna,Sion,0.4793028322440087,0.5833333333333334,0.5769230769230769,0.5333333333333333,0.5954198473282443,0.48633879781420764,0.45454545454545453,0.5,0.5135135135135135,0.8125,459,132,52,120,131,183,264,106,185,16,0.5536624846323993,0.5533795531746352,0.0002829314577641462,0
SG2_141578196,SG2,SEA,16.6,Cassiopeia,Nocturne,Akali,Caitlyn,Nautilus,LeeSin,Sylas,Akshan,Xayah,Nami,0.4793028322440087,0.45454545454545453,0.5176470588235295,0.5808383233532934,0.5126582278481012,0.5384615384615384,0.48484848484848486,0.55,0.5099337748344371,0.4864864864864865,459,264,255,167,158,65,99,80,151,74,0.5089983793628774,0.5139460569261894,-0.004947677563312047,1
SG2_141568280,SG2,SEA,16.6,Garen,Jayce,Lissandra,Kaisa,Neeko,Sylas,Rengar,Malzahar,Lucian,Nami,0.576271186440678,0.5333333333333333,0.45454545454545453,0.4900662251655629,0.5909090909090909,0.525,0.723404255319149,0.5304878048780488,0.5137931034482759,0.3,59,180,264,151,22,200,47,164,290,20,0.5290250580788239,0.5185370327290947,0.010488025349729257,0
SG2_141557282,SG2,SEA,16.6,Shyvana,Khazix,Lissandra,Yunara,Braum,Aatrox,Rengar,Xerath,Varus,Lux,0.46511627906976744,0.44,0.45454545454545453,0.6,0.43902439024390244,0.5,0.5,0.4852941176470588,0.5,0.5028248587570622,86,75,264,55,82,0,516,340,136,177,0.4797372247718249,0.49762379528082423,-0.017886570508999333,0
SG2_141550201,SG2,SEA,16.6,Renekton,Viego,Lissandra,Syndra,Seraphine,Zaahen,DrMundo,Hwei,Jinx,Karma,0.5892857142857143,0.5081967213114754,0.45454545454545453,0.49264705882352944,0.524416135881104,0.4896551724137931,0.5478260869565217,0.6097560975609756,0.47435897435897434,0.6095238095238096,56,61,264,136,471,145,115,82,78,105,0.5138182169694556,0.5462240281628149,-0.03240581119335928,0
SG2_141539479,SG2,SEA,16.6,Malphite,Shyvana,Xerath,Caitlyn,Karma,Mordekaiser,Shen,TwistedFate,Ezreal,Nami,0.504708097928437,0.5138888888888888,0.5174825174825175,0.5158730158730159,0.5184049079754601,0.49019607843137253,0.45454545454545453,0.5046728971962616,0.4824561403508772,0.47619047619047616,531,144,143,252,326,153,264,107,114,42,0.5140714856296639,0.4816122093428884,0.032459276286775474,1
SG2_141532137,SG2,SEA,16.6,Aatrox,Malphite,AurelionSol,Caitlyn,Morgana,Sylas,Nocturne,Ekko,Ashe,Milio,0.48598130841121495,0.45454545454545453,0.5,0.5,0.5358851674641149,0.5294117647058824,0.5954198473282443,0.74,0.49523809523809526,0.4734042553191489,107,264,358,306,209,204,131,50,210,188,0.4952823860841569,0.5666947925182741,-0.07141240643411723,0
SG2_141522362,SG2,SEA,16.6,Naafiri,Shen,Zoe,Draven,Alistar,Sylas,JarvanIV,Zed,Yunara,Nami,0.5,0.45454545454545453,0.48623853211009177,0.582089552238806,0.4824561403508772,0.5689655172413793,0.532394366197183,0.5909090909090909,0.5869565217391305,0.5892857142857143,0,264,109,67,114,58,355,66,92,56,0.5010659358490459,0.5737022420744996,-0.0726363062254537,0
SG2_141517034,SG2,SEA,16.6,Zaahen,Nocturne,Lissandra,Ezreal,Aatrox,Varus,Shyvana,Vladimir,Xayah,Nautilus,0.5465116279069767,0.5,0.45454545454545453,0.42857142857142855,0.4909090909090909,0.5116279069767442,0.47107438016528924,0.5446009389671361,0.528169014084507,0.4989429175475687,86,122,264,14,220,43,121,213,142,473,0.4841075203865901,0.5108830315482491,-0.026775511161658994,0
SG2_141511461,SG2,SEA,16.6,Mordekaiser,Aatrox,Zed,Jhin,Karma,KSante,Elise,Yasuo,Lucian,Soraka,0.4989429175475687,0.5465116279069767,0.375,0.5073529411764706,0.5225806451612903,0.5029585798816568,0.45454545454545453,0.5619834710743802,0.5700934579439252,0.49523809523809526,473,86,8,136,310,169,264,121,107,210,0.49007762635846125,0.5169638117367024,-0.026886185378241112,0
SG2_141471596,SG2,SEA,16.6,Ambessa,Shyvana,Karma,Seraphine,Senna,Lissandra,Jax,Sylas,Ezreal,Lux,0.5446009389671361,0.5555555555555556,0.5119305856832972,0.508637236084453,0.5095541401273885,0.45454545454545453,0.4793388429752066,0.6111111111111112,0.48214285714285715,0.628099173553719,213,27,461,521,157,264,121,36,56,121,0.5260556912835661,0.5310474878656697,-0.00499179658210358,0
