match_id,patch,blue_top,blue_jg,blue_mid,blue_adc,blue_sup,red_top,red_jg,red_mid,red_adc,red_sup,blue_win
NA1_5511731447,16.5,FiddleSticks,Nunu,Yone,Samira,Rell,Aurora,Graves,Yasuo,Ziggs,Ashe,1
NA1_5508232562,16.5,Darius,Kayn,Sylas,Ezreal,Karma,Kled,Briar,Anivia,Kaisa,Sona,0
NA1_5511217785,16.5,Camille,Shaco,Katarina,Jhin,Nami,Jax,Ekko,Sylas,Caitlyn,Thresh,1
NA1_5508085304,16.5,DrMundo,MonkeyKing,Jinx,Smolder,Maokai,Gwen,Shen,Ekko,Lucian,Nami,0
NA1_5511710165,16.5,Yone,Kayn,Garen,Twitch,Milio,Pantheon,Viego,Aurora,Samira,Neeko,0
NA1_5511633961,16.5,Fiora,Taliyah,Viktor,Aphelios,Sona,Cassiopeia,Nunu,Zed,Jinx,Thresh,0
NA1_5511929518,16.5,Sett,Khazix,Kayle,Kaisa,Leona,Yone,Ekko,Irelia,Caitlyn,Nami,0
NA1_5509568562,16.5,Chogath,Hecarim,Galio,Caitlyn,Bard,Sion,Rengar,Vladimir,Lucian,Pyke,0
NA1_5511855262,16.5,Singed,Briar,Ahri,Irelia,Soraka,Teemo,Jayce,Annie,Kaisa,Alistar,1
NA1_5510940402,16.5,Mordekaiser,Viego,Ahri,Yunara,Leona,Volibear,Graves,Vladimir,Varus,Velkoz,1
NA1_5510853404,16.5,Jax,DrMundo,Anivia,Ezreal,Elise,Kled,Nocturne,Syndra,Corki,Pyke,0
NA1_5511301678,16.5,Sion,Ekko,Naafiri,Caitlyn,Thresh,Garen,RekSai,Viktor,Draven,Nami,1
NA1_5511738022,16.5,Gangplank,MasterYi,TwistedFate,Ezreal,Morgana,Chogath,Graves,Azir,Caitlyn,Thresh,0
NA1_5509565054,16.5,Chogath,JarvanIV,Aurora,Draven,Nami,Volibear,Gwen,Ahri,Caitlyn,Elise,1
NA1_5507019103,16.5,Sion,Khazix,Ahri,Draven,Braum,Kled,Talon,Chogath,Syndra,Nami,0
NA1_5511081447,16.5,FiddleSticks,Hecarim,TwistedFate,Vayne,Xerath,Rumble,Graves,Ahri,Mel,Alistar,0
NA1_5510971529,16.5,DrMundo,Diana,Malzahar,Draven,JarvanIV,Ornn,Khazix,Yasuo,Sivir,Xerath,1
NA1_5507344642,16.5,Garen,Udyr,Kassadin,Xayah,Rakan,Zaahen,Ambessa,Anivia,Draven,RekSai,1
NA1_5511310324,16.5,Vi,Sylas,Katarina,Jinx,Milio,Camille,Nunu,Swain,Varus,Soraka,0
NA1_5511477408,16.5,Sett,XinZhao,Yone,Swain,Seraphine,Ornn,Talon,Orianna,Caitlyn,Zyra,1
NA1_5511371177,16.5,Ornn,RekSai,Ahri,Twitch,Anivia,Irelia,XinZhao,Akshan,Senna,Seraphine,1
NA1_5509811639,16.5,Renekton,Sylas,Annie,Draven,Alistar,Warwick,Ekko,Gwen,Caitlyn,Karma,0
NA1_5506108201,16.5,Zed,Karthus,Xerath,MissFortune,Leona,Ambessa,Lillia,Galio,KogMaw,Pantheon,1
NA1_5510711851,16.5,Ambessa,Nautilus,Syndra,Veigar,Janna,Gwen,Nidalee,Aurora,Ezreal,Braum,0
NA1_5511843074,16.5,Vex,Talon,Pantheon,Samira,Bard,Malphite,Kayn,Yasuo,Velkoz,Leona,0
NA1_5508006649,16.5,Sion,LeeSin,Jayce,Ziggs,Milio,Garen,Sylas,Yasuo,Ezreal,Soraka,1
NA1_5506074895,16.5,Illaoi,Nocturne,Galio,Tristana,Lulu,Gnar,Viego,Annie,Kaisa,Leona,0
NA1_5506707647,16.5,LeeSin,Jayce,Lucian,Swain,Rell,MonkeyKing,Kayn,Orianna,Ezreal,Braum,0
NA1_5511869391,16.5,Jax,Naafiri,Orianna,Draven,Rakan,Fiora,Kayn,Ahri,Veigar,Pyke,0
NA1_5506603499,16.5,Kayle,Talon,AurelionSol,Ashe,Seraphine,Ornn,Khazix,Vladimir,Zeri,Yuumi,1
NA1_5508150921,16.5,Zaahen,Graves,Galio,Ezreal,Lux,Jayce,Zac,Syndra,Corki,Nami,1
NA1_5506431073,16.5,Darius,Aatrox,Naafiri,Jinx,Nami,Vladimir,Zaahen,TwistedFate,Ezreal,Taric,1
NA1_5510548407,16.5,Teemo,Vi,Ahri,Ashe,Thresh,Zac,Shen,Sylas,KogMaw,Milio,0
NA1_5510169498,16.5,Aatrox,Graves,Sylas,Corki,Nami,Akali,Jax,Annie,Jinx,Seraphine,1
NA1_5508561548,16.5,Riven,Hecarim,Leblanc,Smolder,Soraka,Sett,Briar,Ahri,Lucian,Milio,1
NA1_5507685339,16.5,Riven,Zaahen,Hwei,Ezreal,Thresh,Ornn,Khazix,Ahri,Sivir,Braum,1
NA1_5509810410,16.5,KSante,FiddleSticks,Akshan,Yunara,Thresh,Yone,Viego,Malzahar,Sivir,Zilean,0
NA1_5506458176,16.5,Renekton,Shaco,Taliyah,Ezreal,Bard,Nasus,Ambessa,Vex,Teemo,Pyke,0
NA1_5508417356,16.5,Galio,Jayce,Renekton,Lux,Thresh,Akali,Ivern,Malphite,Yasuo,Seraphine,0
NA1_5511626082,16.5,Naafiri,Jayce,Kassadin,Xayah,Soraka,Malphite,Graves,Fizz,KogMaw,Nami,0
NA1_5510097081,16.5,Urgot,Chogath,Ryze,Yunara,Bard,TwistedFate,Skarner,Tristana,Syndra,Sona,0
NA1_5508482107,16.5,Kayle,Ambessa,Orianna,Draven,Bard,Varus,Ivern,Irelia,Yunara,Rell,0
NA1_5511735729,16.5,Shen,Nasus,Sylas,Seraphine,Thresh,Sion,XinZhao,Akali,Ezreal,Karma,0
NA1_5509785526,16.5,Camille,RekSai,Akshan,Mel,Nami,Irelia,Nocturne,Xerath,Ezreal,Zoe,1
NA1_5506008287,16.5,Mordekaiser,Talon,Mel,Ezreal,Sona,Akali,Jayce,Garen,Lux,Pantheon,0
NA1_5510142653,16.5,Sion,Ekko,Veigar,Jinx,Blitzcrank,Kayle,Jayce,Ahri,Ezreal,Yuumi,0
NA1_5508719198,16.5,Gnar,Nunu,Hwei,Vayne,Lulu,Volibear,Elise,Renekton,Jinx,Janna,0
NA1_5511830015,16.5,Riven,Lillia,Mel,Draven,Blitzcrank,Camille,Shaco,Yone,MissFortune,Lux,0
NA1_5507708371,16.5,Volibear,Elise,Akali,Sivir,Renata,Fiora,Kindred,Galio,Kaisa,Karma,0
NA1_5511105696,16.5,Teemo,Nunu,Tristana,Kaisa,Senna,Swain,Shen,Syndra,Smolder,Karma,1
NA1_5506180116,16.5,Rumble,Belveth,Aurora,Vayne,Nautilus,Kayle,Elise,Xerath,Twitch,Lulu,0
NA1_5510077848,16.5,Zaahen,Kindred,Katarina,Swain,Milio,Jax,Gwen,Akali,Tristana,Morgana,1
NA1_5507289874,16.5,Pantheon,Belveth,Ekko,Kaisa,Thresh,Singed,LeeSin,Fizz,Ashe,Nami,0
NA1_5510993676,16.5,Singed,Maokai,Ryze,Vayne,Karma,Fizz,Shaco,Hwei,Aphelios,Lulu,0
NA1_5510887804,16.5,Teemo,Nocturne,Veigar,Ezreal,Morgana,FiddleSticks,JarvanIV,Yone,Lux,Zoe,0
NA1_5507227314,16.5,Yasuo,Zyra,Anivia,Ezreal,Nami,Udyr,MasterYi,Zac,Corki,Nautilus,1
NA1_5511203374,16.5,Gwen,Viego,Yasuo,Samira,Morgana,Aurora,Hecarim,TwistedFate,KogMaw,Zilean,0
NA1_5510895943,16.5,Teemo,Udyr,Aatrox,Lucian,Nautilus,Singed,Viego,Taliyah,Yunara,Nami,1
NA1_5508861654,16.5,Aurora,Kindred,Tryndamere,Ashe,Renata,Kayle,XinZhao,Kassadin,Aphelios,Milio,1
NA1_5511171617,16.5,Yasuo,MonkeyKing,Ahri,Ezreal,Brand,Viego,Darius,Anivia,Jhin,Pyke,0
NA1_5509030496,16.5,Gwen,Rengar,Katarina,Lucian,Nautilus,Yone,Talon,Leblanc,Aphelios,Janna,1
NA1_5507764048,16.5,Aatrox,Evelynn,Zilean,Lucian,Nami,Gragas,Briar,Kassadin,Jinx,Karma,0
NA1_5507245248,16.5,Kayle,FiddleSticks,Yone,AurelionSol,Soraka,Riven,Sylas,Zaahen,Mel,Bard,1
NA1_5509452041,16.5,Trundle,Talon,Velkoz,Ashe,Rell,Aatrox,Nidalee,Naafiri,Senna,Shen,1
NA1_5511005001,16.5,Olaf,Briar,Viktor,Lucian,Yuumi,Fiora,Zaahen,Veigar,Ezreal,Alistar,1
NA1_5507716426,16.5,Garen,Diana,Yasuo,Mel,Thresh,Anivia,Amumu,Yone,Smolder,Soraka,0
NA1_5508385776,16.5,Vladimir,Nocturne,Malzahar,Jhin,Karma,Renekton,Belveth,Ahri,Twitch,Lulu,1
NA1_5506775305,16.5,Zoe,Ambessa,Corki,Yasuo,Velkoz,Irelia,Rengar,Ryze,Smolder,Pyke,0
NA1_5507071848,16.5,Gragas,XinZhao,Ekko,Caitlyn,Milio,Darius,Belveth,Hwei,Ezreal,Karma,1
NA1_5510259493,16.5,Jayce,Lillia,Kassadin,Corki,Nami,Ornn,FiddleSticks,Viktor,Caitlyn,Karma,1
NA1_5507655712,16.5,Zaahen,Jayce,Mel,Jinx,Thresh,Rumble,Sylas,Viktor,Sivir,Lulu,1
NA1_5508831322,16.5,Aatrox,Kindred,Syndra,Caitlyn,Bard,Renekton,Nocturne,Swain,Lucian,Janna,1
NA1_5509998322,16.5,Gangplank,Viego,Morgana,Lux,Nami,Akali,Khazix,Vex,Ezreal,Yuumi,0
NA1_5509397653,16.5,Vladimir,MasterYi,Yasuo,Kaisa,Soraka,Renekton,Belveth,Chogath,Yunara,Nami,1
NA1_5511641199,16.5,Poppy,Khazix,Sion,Ezreal,Senna,Darius,Naafiri,Zoe,Jinx,Leona,0
NA1_5511764316,16.5,Sett,Skarner,Akali,Kaisa,Thresh,Zaahen,Kayn,Zed,Smolder,Nami,0
NA1_5508554930,16.5,Riven,Twitch,Katarina,Sivir,Rakan,Akali,Rammus,Galio,Corki,Blitzcrank,1
NA1_5508282611,16.5,Ornn,Kayn,Aurora,Brand,Leona,Gnar,Ekko,AurelionSol,Jinx,Milio,1
NA1_5511189623,16.5,Zac,Graves,Leblanc,KogMaw,Thresh,Jayce,DrMundo,Mel,Ezreal,Nami,1
NA1_5506380913,16.5,Akali,JarvanIV,Leblanc,Jinx,Thresh,Sion,Nidalee,Zed,Corki,Alistar,1
NA1_5508824762,16.5,Yone,Shaco,Akali,Jhin,Leona,Aatrox,Viego,Ahri,Caitlyn,Nami,1
NA1_5506038184,16.5,Nasus,Sion,Leblanc,Mel,Bard,DrMundo,Talon,Kayle,Xayah,Rakan,1
NA1_5511701197,16.5,Olaf,Shaco,Veigar,Ziggs,Nami,Garen,FiddleSticks,Ezreal,Vladimir,Seraphine,1
NA1_5505828257,16.5,Irelia,MasterYi,Viktor,Kaisa,Pyke,Malphite,Kayn,Ahri,MissFortune,Maokai,0
NA1_5510818714,16.5,Fiora,Rengar,Ziggs,Aphelios,Sona,Nasus,Qiyana,TwistedFate,Ezreal,Poppy,0
NA1_5507433948,16.5,Malphite,Kayn,Lux,Kaisa,Bard,Kennen,DrMundo,Sylas,Ezreal,Pyke,0
NA1_5510343342,16.5,Gnar,Zaahen,Annie,Samira,Braum,Fiora,RekSai,Aurora,Malzahar,Alistar,1
NA1_5506325706,16.5,Udyr,Nocturne,Viego,Jinx,Seraphine,Shen,Briar,Velkoz,Samira,Alistar,0
NA1_5511574371,16.5,Ornn,Ambessa,Yone,Kaisa,Pyke,TahmKench,Vi,Malphite,Hwei,Zyra,1
NA1_5507819040,16.5,Volibear,LeeSin,Irelia,Cassiopeia,Sona,Fiora,Jayce,Katarina,Senna,Rakan,1
NA1_5511675268,16.5,Jax,Shaco,Akshan,Xayah,Karma,Yasuo,Hecarim,Kassadin,Zeri,Janna,0
NA1_5510945781,16.5,Sett,Graves,Viktor,MissFortune,Rell,Vayne,RekSai,Karma,Ezreal,TahmKench,1
NA1_5510045465,16.5,Akali,Garen,Zoe,Caitlyn,Qiyana,Darius,Jax,Viktor,Ashe,Sona,1
NA1_5507248928,16.5,Vladimir,Lillia,Smolder,Jinx,Thresh,Garen,JarvanIV,Orianna,Tristana,Karma,0
NA1_5510745905,16.5,Ambessa,Amumu,Veigar,MissFortune,Shen,Nasus,Talon,Viktor,Brand,Mel,0
NA1_5510896091,16.5,Anivia,Graves,KogMaw,Samira,Nautilus,Irelia,Karthus,Vi,Corki,Nami,1
NA1_5510591418,16.5,Yone,Zac,Yasuo,Ziggs,Nautilus,Sett,Graves,Syndra,Yunara,Braum,1
NA1_5511247671,16.5,Briar,Khazix,Vex,Aphelios,Nautilus,Ornn,Fizz,Yone,Jinx,Braum,1
NA1_5509330125,16.5,Zaahen,Rengar,Akali,Senna,Zac,Shen,Kayn,Viktor,Samira,Neeko,1
NA1_5511405984,16.5,Renekton,Nidalee,Leblanc,Lucian,Nami,Sion,Gwen,Yasuo,Draven,Nautilus,1
NA1_5511186667,16.5,Garen,Nidalee,Ahri,Velkoz,Senna,Nasus,Nunu,Tristana,Yunara,Zac,1
NA1_5511161498,16.5,Jayce,Zaahen,Zed,Karthus,Milio,Fiora,MasterYi,Akali,Jhin,Janna,0
NA1_5508334763,16.5,Lucian,MasterYi,Veigar,Ezreal,Poppy,Tryndamere,Nunu,Syndra,Ashe,Annie,0
NA1_5509685730,16.5,Shen,Belveth,Galio,Lux,Zoe,Garen,Talon,Ekko,Ezreal,DrMundo,1
NA1_5507689392,16.5,Garen,Nunu,Yasuo,Viktor,Thresh,Volibear,JarvanIV,Ahri,Seraphine,Senna,1
NA1_5507830293,16.5,Aatrox,XinZhao,Ahri,Ashe,Pantheon,Malphite,MasterYi,Malzahar,Twitch,Thresh,0
NA1_5509053839,16.5,Irelia,Evelynn,Hwei,Zed,Renata,Fiora,Zyra,TwistedFate,Brand,Senna,1
NA1_5511713966,16.5,Akali,Ambessa,Ekko,Varus,Nami,Yorick,Graves,Viktor,Sivir,Zilean,0
NA1_5509789272,16.5,Riven,Qiyana,Vladimir,Caitlyn,Rell,Malphite,Shen,Corki,Yasuo,Seraphine,0
NA1_5510551211,16.5,Irelia,Belveth,Ahri,Sivir,Thresh,Gragas,Talon,Yasuo,Hwei,Janna,0
NA1_5507735705,16.5,Renekton,LeeSin,Viktor,Jhin,Zyra,Gwen,Belveth,Ahri,Yunara,Karma,0
NA1_5511692538,16.5,Garen,MonkeyKing,Aurora,Ezreal,Nami,Akshan,Zaahen,TwistedFate,Kaisa,Braum,1
NA1_5510707562,16.5,RekSai,Neeko,Zed,Ezreal,Velkoz,Pantheon,Zaahen,Sylas,Ziggs,Janna,1
NA1_5508894794,16.5,Sion,RekSai,Ryze,Caitlyn,Bard,Yone,Viego,Ahri,Kaisa,Nautilus,1
NA1_5511724867,16.5,Ambessa,Ekko,Ahri,Kaisa,Amumu,Malzahar,Vi,Jayce,Ezreal,Nami,1
NA1_5507945025,16.5,Olaf,Ambessa,Syndra,Jhin,Janna,Camille,Ivern,KogMaw,Jinx,Bard,0
NA1_5510105770,16.5,LeeSin,Taliyah,Talon,Corki,Nami,TahmKench,Briar,Ahri,Ashe,Seraphine,0
NA1_5509980642,16.5,Singed,Shaco,Ekko,Jinx,Milio,Urgot,Sejuani,Yone,Velkoz,Senna,0
NA1_5507882999,16.5,Irelia,Khazix,Syndra,Tristana,Seraphine,Shen,Jayce,TwistedFate,Ezreal,Nautilus,1
NA1_5510564215,16.5,Maokai,Sylas,Vex,Ashe,Seraphine,Quinn,Skarner,Katarina,Corki,Nami,0
NA1_5508505614,16.5,Ambessa,Rumble,Lux,Twitch,Lulu,Garen,Shaco,Syndra,Kaisa,Leona,1
NA1_5510480187,16.5,Irelia,Zac,Aurora,Senna,Alistar,Yone,MasterYi,Vladimir,Aphelios,Thresh,1
NA1_5511838370,16.5,Darius,LeeSin,Vladimir,Ezreal,Thresh,Viktor,RekSai,Yone,Jhin,Rell,0
NA1_5510589059,16.5,Yone,Rengar,Ziggs,Ahri,Nautilus,Pantheon,Graves,Annie,Varus,Zilean,0
NA1_5508602232,16.5,Jax,MonkeyKing,Leblanc,Ziggs,Morgana,Gangplank,Khazix,FiddleSticks,TahmKench,Senna,1
NA1_5510746686,16.5,Riven,MasterYi,Swain,Aphelios,Nami,Nasus,LeeSin,Fizz,Yunara,Yuumi,1
NA1_5511744917,16.5,Heimerdinger,Zaahen,Zoe,Sivir,Thresh,Garen,FiddleSticks,Diana,Caitlyn,Mel,0
NA1_5511401707,16.5,Kled,Shaco,Vex,Ezreal,Janna,Vayne,Briar,Veigar,Kaisa,Karma,0
NA1_5510423575,16.5,Malphite,Olaf,Aurora,Ezreal,Taric,Urgot,MasterYi,Viktor,Jinx,Lulu,0
NA1_5509836919,16.5,Riven,Gwen,Xerath,Caitlyn,Braum,Zac,Zaahen,Katarina,Viktor,Nautilus,0
NA1_5511861048,16.5,Aurora,Ambessa,Vladimir,Smolder,Pyke,Shyvana,Shaco,Ahri,Jinx,FiddleSticks,1
NA1_5510947123,16.5,Jax,Viego,Ambessa,Caitlyn,Lux,Garen,Hecarim,Fizz,Ezreal,Karma,0
NA1_5510479467,16.5,Gangplank,Volibear,Mel,Vayne,Braum,Jax,Belveth,Veigar,Jhin,Poppy,0
NA1_5510592998,16.5,Varus,XinZhao,Xerath,Smolder,Braum,Kennen,Zac,Udyr,Caitlyn,Senna,1
NA1_5510692196,16.5,Mordekaiser,Lillia,Zed,Jhin,Bard,Jax,Graves,Gragas,Varus,Neeko,0
NA1_5508266933,16.5,Nidalee,Vi,Qiyana,Ezreal,Sona,Vladimir,Nocturne,Aurora,Aphelios,Karma,0
NA1_5510224248,16.5,Sett,Malphite,Akshan,Lucian,Nami,Ekko,Talon,Leblanc,Seraphine,Soraka,1
NA1_5511298266,16.5,Shen,LeeSin,Kassadin,Aphelios,Nami,Ryze,Viego,Vladimir,Yunara,Lulu,1
NA1_5508453781,16.5,Irelia,Zac,Yone,Ziggs,Rell,Riven,RekSai,Aurora,Sivir,Sona,1
NA1_5511600677,16.5,MasterYi,Rengar,Xerath,Yunara,Sona,Jax,Darius,Lux,Xayah,Rakan,0
NA1_5505731330,16.5,Shen,Nocturne,Orianna,Ezreal,Pyke,Jinx,Zed,Qiyana,AurelionSol,Morgana,0
NA1_5511771325,16.5,Jayce,Qiyana,Malzahar,Samira,Thresh,Yone,Talon,TwistedFate,Ezreal,Yuumi,0
NA1_5510973105,16.5,Rumble,Viego,Ahri,Ashe,Thresh,Chogath,Vi,Mel,Varus,Sona,0
NA1_5506160950,16.5,Tryndamere,LeeSin,Veigar,Jhin,Lux,Malphite,Nunu,Ekko,Ezreal,Nami,1
NA1_5507370253,16.5,Swain,Rengar,Ahri,Draven,Nautilus,Ambessa,Malphite,Veigar,Jinx,Neeko,1
NA1_5511647437,16.5,Garen,Khazix,Diana,Zeri,Rakan,Ryze,Kayn,Galio,Jinx,Braum,0
NA1_5511130329,16.5,Garen,Aatrox,Fizz,Corki,Thresh,Akali,Graves,Galio,Sivir,Nautilus,1
NA1_5511529144,16.5,Urgot,Talon,Kayle,Aphelios,Elise,KogMaw,FiddleSticks,TwistedFate,Ashe,Braum,0
NA1_5507463023,16.5,Vladimir,Fizz,Naafiri,MissFortune,Zilean,Tryndamere,Teemo,Lux,Xayah,Taric,0
NA1_5509093148,16.5,Rumble,Ambessa,TwistedFate,Twitch,Rakan,Galio,Belveth,Ahri,Jinx,Bard,1
NA1_5507100083,16.5,Jayce,XinZhao,Ryze,Milio,Senna,Graves,Gwen,Taliyah,Jhin,Swain,0
NA1_5509290692,16.5,Renekton,Shen,Gangplank,Aphelios,Seraphine,Poppy,Ambessa,Ryze,KogMaw,Bard,1
NA1_5511706284,16.5,Sejuani,Kindred,Galio,Sivir,Sona,Vayne,Warwick,Twitch,Kaisa,Leona,1
NA1_5509055918,16.5,Fiora,Ekko,Viktor,MissFortune,Alistar,Garen,Graves,Akali,Yunara,Sona,0
NA1_5509551101,16.5,Gragas,DrMundo,Yasuo,Senna,Nautilus,Malphite,Zaahen,Leblanc,Aphelios,Thresh,1
NA1_5510924856,16.5,Jax,Graves,Chogath,Caitlyn,Braum,Kled,Viego,Yone,Mordekaiser,Nami,0
NA1_5511565732,16.5,RekSai,JarvanIV,Mordekaiser,Draven,Zoe,Tryndamere,Nocturne,Lissandra,Sivir,Seraphine,1
NA1_5511374065,16.5,KogMaw,LeeSin,Anivia,Ziggs,RekSai,Nocturne,Graves,Mel,Varus,Nautilus,1
NA1_5510396808,16.5,Olaf,Diana,Yasuo,Samira,Alistar,Irelia,Viego,Malzahar,Lux,Rakan,0
NA1_5511021156,16.5,Chogath,Shaco,Fizz,TahmKench,Poppy,Darius,Zaahen,Ahri,Caitlyn,Thresh,1
NA1_5508015650,16.5,Kayn,Naafiri,Leblanc,Jhin,Xerath,Nasus,Yorick,Taliyah,Veigar,Chogath,1
NA1_5508816626,16.5,Nasus,Zaahen,Hwei,Kaisa,Zilean,Garen,Ambessa,Ahri,Sivir,Thresh,0
NA1_5506913962,16.5,Sett,Talon,Swain,Kaisa,Nautilus,Heimerdinger,JarvanIV,Akali,Jinx,Thresh,1
NA1_5507303698,16.5,DrMundo,Nocturne,Mel,Vayne,Soraka,Trundle,Khazix,Xerath,Jinx,Lulu,1
NA1_5511667680,16.5,Riven,Nocturne,Syndra,Jinx,Bard,Pantheon,Ivern,Swain,Kalista,Soraka,0
NA1_5507515165,16.5,Gwen,Ambessa,Ekko,Swain,Nautilus,Kled,Talon,Sylas,Zeri,Lulu,1
NA1_5507575915,16.5,Gnar,JarvanIV,KogMaw,Ezreal,Morgana,Irelia,Graves,AurelionSol,Kaisa,Blitzcrank,0
NA1_5508777216,16.5,Akali,XinZhao,Yasuo,Draven,Pantheon,Malphite,Zaahen,Taliyah,Jinx,Thresh,0
NA1_5511708911,16.5,Poppy,Ekko,Yasuo,Draven,Rell,Heimerdinger,Talon,Malzahar,Kaisa,Gragas,0
NA1_5507714444,16.5,Garen,Ekko,Syndra,Ashe,Thresh,Warwick,Elise,Qiyana,Ezreal,Senna,1
NA1_5508123262,16.5,Mordekaiser,Nocturne,Viktor,Caitlyn,Nami,DrMundo,Ekko,Naafiri,Aphelios,Lulu,1
NA1_5508376947,16.5,Azir,Sylas,Sion,Smolder,Bard,Singed,Shen,Qiyana,Seraphine,Senna,0
NA1_5508831754,16.5,Jayce,RekSai,Viktor,Tristana,Rell,Tryndamere,Trundle,AurelionSol,Lucian,Amumu,1
NA1_5507256750,16.5,Ambessa,Viego,Yasuo,Veigar,Alistar,Shen,Jayce,Fizz,Lucian,Senna,1
NA1_5506475864,16.5,Lissandra,Aatrox,Shen,Draven,Rakan,Darius,Zac,Viktor,Sivir,Annie,0
NA1_5511703999,16.5,Kayle,Rammus,Yasuo,Jinx,Mel,Volibear,Viego,Yone,Caitlyn,Lux,0
NA1_5509963842,16.5,Yorick,Talon,Kassadin,Ezreal,Braum,Zaahen,DrMundo,Leblanc,Yunara,Lulu,1
NA1_5510212631,16.5,Viego,RekSai,Galio,Caitlyn,Karma,Anivia,Warwick,Mel,Ezreal,Bard,0
