match_id,patch,blue_1,blue_2,blue_3,blue_4,blue_5,red_1,red_2,red_3,red_4,red_5,blue_win
NA1_5509407602,16.5,Camille,Diana,Lulu,Morgana,Vayne,Alistar,Kaisa,Kled,MonkeyKing,Nasus,1
NA1_5510181910,16.5,Bard,Ezreal,Illaoi,Seraphine,Viego,Jax,Senna,Sona,Vayne,XinZhao,0
NA1_5509635371,16.5,Mel,Nautilus,Riven,Xerath,Zaahen,Ezreal,Renekton,Rengar,Tristana,Zyra,0
NA1_5510366360,16.5,Cassiopeia,Kaisa,Kayn,Sion,Trundle,Bard,Ezreal,Nasus,Nocturne,Volibear,1
NA1_5508291824,16.5,Brand,Kayle,Milio,Senna,Zaahen,Draven,Graves,Kled,Ryze,Zyra,0
NA1_5509412339,16.5,Chogath,Kaisa,Katarina,Pantheon,Senna,Blitzcrank,MasterYi,MissFortune,Urgot,Zoe,0
NA1_5510157855,16.5,Irelia,Poppy,RekSai,Swain,Velkoz,Alistar,KSante,Orianna,Rengar,Varus,1
NA1_5510417614,16.5,Akshan,Camille,Karma,LeeSin,Smolder,Kayn,Veigar,Velkoz,Yone,Yorick,1
NA1_5506065116,16.5,Janna,Mel,Nunu,Rengar,Yasuo,Aphelios,Heimerdinger,Morgana,Trundle,Yone,1
NA1_5509062287,16.5,Caitlyn,Karma,Karthus,RekSai,Sion,Rakan,Shaco,TahmKench,TwistedFate,Vayne,1
NA1_5505530656,16.5,Ashe,Lucian,Nidalee,Shen,Velkoz,Karma,Lissandra,Senna,Yorick,Zaahen,0
NA1_5509537101,16.5,Janna,Malphite,RekSai,Velkoz,Yasuo,DrMundo,Graves,Kaisa,Senna,Zed,0
NA1_5509245938,16.5,AurelionSol,Diana,LeeSin,Seraphine,Yorick,Aatrox,Janna,Kaisa,Nocturne,Orianna,1
NA1_5509205739,16.5,Aatrox,Leblanc,Malzahar,MonkeyKing,Seraphine,Ambessa,Anivia,Ashe,Briar,Senna,1
NA1_5506380423,16.5,Katarina,Leona,Shen,Tryndamere,Zyra,Ahri,Graves,Kled,Neeko,Yasuo,1
NA1_5506282505,16.5,Ambessa,Rumble,Sion,Yasuo,Yone,Alistar,Aurora,Camille,Rengar,Senna,0
NA1_5507051714,16.5,Garen,JarvanIV,Renata,Singed,Smolder,Nami,Nasus,Swain,Viktor,Yone,1
NA1_5507563822,16.5,AurelionSol,Elise,Qiyana,Riven,Senna,Ahri,Irelia,Karma,MasterYi,Smolder,1
NA1_5505523441,16.5,Heimerdinger,Jinx,Katarina,Rengar,Zyra,Ahri,Cassiopeia,Lux,Shen,Varus,1
NA1_5509066825,16.5,Cassiopeia,Nami,Velkoz,XinZhao,Yorick,Karma,MissFortune,Sion,Sylas,Yasuo,0
NA1_5509174069,16.5,Kayle,MonkeyKing,Xerath,XinZhao,Yuumi,Annie,Camille,Ekko,Ezreal,Vex,0
NA1_5509617576,16.5,Corki,Jhin,Kindred,Nami,Riven,Mel,Mordekaiser,Naafiri,Sona,Tryndamere,1
NA1_5506568180,16.5,Akshan,Janna,Kaisa,LeeSin,Shyvana,Ekko,Illaoi,Naafiri,Nilah,Rell,0
NA1_5507125565,16.5,Karma,Rengar,Singed,Sylas,Tryndamere,Anivia,Camille,Elise,Senna,Smolder,1
NA1_5508739745,16.5,Akshan,Aphelios,Janna,Mordekaiser,Nunu,Ambessa,Ezreal,Hecarim,Veigar,Yuumi,0
NA1_5506682031,16.5,Mel,Rammus,Vayne,Viktor,Zyra,Jayce,Orianna,Pantheon,Samira,XinZhao,0
NA1_5510540511,16.5,Alistar,Amumu,Jax,KogMaw,Naafiri,Chogath,Kaisa,Malzahar,MonkeyKing,Zyra,0
NA1_5509065034,16.5,Kayle,Sona,TwistedFate,XinZhao,Yasuo,Brand,Sett,Shyvana,Skarner,Vladimir,0
NA1_5506239177,16.5,Chogath,Ivern,Mel,Soraka,Xayah,Akali,Blitzcrank,Gnar,Jhin,Nunu,0
NA1_5506911111,16.5,Akshan,Anivia,Ekko,Mel,Urgot,Akali,FiddleSticks,Jinx,Shen,Soraka,0
NA1_5506956142,16.5,Nami,Pantheon,Smolder,Viego,Zoe,Akali,Braum,Graves,Sivir,Zaahen,1
NA1_5505503684,16.5,Anivia,Belveth,Ezreal,Ornn,TwistedFate,Brand,Caitlyn,Irelia,Jax,Morgana,0
NA1_5510288623,16.5,DrMundo,Ezreal,Kayn,Nunu,Syndra,FiddleSticks,Fizz,Jhin,Neeko,Yone,1
NA1_5506855220,16.5,Draven,Nunu,Pyke,Vex,Yasuo,Karma,Leblanc,Malphite,Smolder,Talon,0
NA1_5507620879,16.5,Gragas,Illaoi,Leona,RekSai,Yunara,Fizz,Gangplank,Naafiri,Rell,Zeri,1
NA1_5510497700,16.5,Caitlyn,Darius,Lux,MasterYi,Zoe,Brand,Hwei,Nasus,Rengar,Sion,0
NA1_5505562932,16.5,Smolder,Sylas,Thresh,TwistedFate,Volibear,Akali,Kaisa,Pyke,Shaco,Zaahen,1
NA1_5506243425,16.5,Caitlyn,Lux,Senna,Viego,Volibear,Ahri,Briar,Renata,Smolder,Urgot,0
NA1_5509567632,16.5,Ambessa,Hwei,Nami,Vladimir,Yorick,Alistar,AurelionSol,Nocturne,Singed,Yasuo,0
NA1_5507244962,16.5,Fizz,MissFortune,Morgana,Ryze,Udyr,Anivia,DrMundo,Ezreal,Kayle,Vayne,0
NA1_5509086235,16.5,Ambessa,Gwen,Jax,Thresh,Yunara,Galio,Jayce,Jinx,Renekton,Zyra,0
NA1_5506383297,16.5,Ahri,Illaoi,JarvanIV,Lulu,Yunara,Jayce,Nami,Twitch,Warwick,Yasuo,1
NA1_5505605511,16.5,Akali,Gwen,Karma,Varus,Vi,DrMundo,Ezreal,Fizz,Poppy,Pyke,0
NA1_5510349042,16.5,Akshan,Galio,Garen,Gwen,Sona,Katarina,Lucian,Nami,XinZhao,Zaahen,1
NA1_5505901325,16.5,JarvanIV,Karma,Lucian,Mel,Rumble,Illaoi,Nautilus,Nocturne,Samira,TwistedFate,0
LA1_1700358888,16.5,Aurora,JarvanIV,Milio,Twitch,Yorick,Ahri,Jhin,Lulu,Varus,Viego,0
NA1_5509027739,16.5,Garen,Karma,Kayn,MissFortune,Vex,Ivern,Lulu,Twitch,Yone,Zed,0
NA1_5510331779,16.5,Anivia,Kaisa,Katarina,Rell,XinZhao,Camille,Gwen,Mel,Qiyana,Senna,1
NA1_5510792531,16.5,Aurora,Garen,Rakan,Talon,Xayah,Akali,Janna,Jhin,Kayn,Udyr,0
NA1_5510260554,16.5,Graves,Kassadin,Mel,Sejuani,Senna,Aphelios,Lulu,Nasus,Veigar,Warwick,1
NA1_5506666385,16.5,Aatrox,Kayn,Malzahar,Smolder,Zilean,DrMundo,Jinx,Kindred,Leblanc,Milio,1
NA1_5509135320,16.5,Kalista,Leona,Qiyana,Sylas,Yone,Draven,Pyke,Udyr,Viktor,Yorick,0
NA1_5509436118,16.5,Caitlyn,Evelynn,Morgana,Singed,Yone,Jax,Nasus,Pantheon,Swain,Thresh,0
NA1_5508921288,16.5,Ashe,Malphite,MonkeyKing,Veigar,Yone,Aphelios,Gwen,Malzahar,Udyr,Zilean,1
NA1_5507239590,16.5,Brand,Hecarim,Teemo,Varus,Yone,Ambessa,Caitlyn,Pantheon,Ryze,Shaco,1
NA1_5507171289,16.5,Caitlyn,Corki,Ekko,Mordekaiser,Thresh,Brand,Camille,JarvanIV,Nami,Ornn,1
NA1_5508414735,16.5,Ashe,Ekko,Lulu,Zaahen,Zilean,Galio,Graves,Jax,Jinx,Seraphine,1
NA1_5505553841,16.5,Poppy,Sivir,Sona,Viego,Vladimir,Bard,Graves,Singed,Twitch,Xerath,0
NA1_5508361066,16.5,Lissandra,Mordekaiser,Shaco,Thresh,Xayah,Ezreal,Garen,Milio,Pantheon,Sylas,1
NA1_5507404312,16.5,Ahri,Lillia,Shen,Smolder,Volibear,Garen,LeeSin,Seraphine,Taliyah,Varus,0
NA1_5508555338,16.5,Anivia,Irelia,JarvanIV,Katarina,Lulu,Aatrox,Leona,Malzahar,Renekton,Swain,0
NA1_5510560600,16.5,Akali,Corki,Kindred,Sona,Yorick,Ashe,Camille,Graves,Seraphine,Viktor,0
NA1_5510258824,16.5,Ahri,Jax,Lucian,Naafiri,Thresh,Amumu,Draven,Mordekaiser,Xerath,XinZhao,0
NA1_5507577573,16.5,Ashe,Lulu,Poppy,Viktor,Zaahen,JarvanIV,Karma,Nami,Samira,Syndra,1
NA1_5508625399,16.5,LeeSin,Lulu,Ornn,TwistedFate,Twitch,Jayce,Varus,Velkoz,Viego,Vladimir,1
NA1_5510543984,16.5,Draven,Graves,Kassadin,Malphite,Sona,Jayce,Lillia,Thresh,Tristana,Yasuo,1
NA1_5507100912,16.5,Ahri,Kaisa,Milio,Rengar,Yone,Draven,Kled,Lillia,Seraphine,Zilean,0
NA1_5506705339,16.5,Akali,Bard,Nasus,Skarner,Tristana,JarvanIV,Kaisa,Nami,Sett,Viktor,1
NA1_5505672607,16.5,Bard,Galio,Graves,Jhin,Shen,Alistar,Ambessa,Sylas,Zaahen,Ziggs,1
NA1_5507176931,16.5,Lillia,Nautilus,TwistedFate,Yorick,Yunara,Ashe,Braum,Ryze,Sion,Yasuo,1
NA1_5509588213,16.5,Akali,Bard,Jhin,MasterYi,Renekton,Draven,FiddleSticks,Fizz,Gwen,Nautilus,1
NA1_5510222958,16.5,Anivia,Irelia,Janna,LeeSin,Yunara,Aurora,MasterYi,Nami,Vladimir,Volibear,1
NA1_5510876370,16.5,Graves,Renekton,Sona,Taliyah,Yunara,Chogath,Milio,MonkeyKing,Smolder,Viktor,1
NA1_5509746417,16.5,Ambessa,Ezreal,Rumble,Sona,Yone,Belveth,Blitzcrank,Renekton,Tristana,Vex,0
NA1_5508679982,16.5,Jhin,Karma,Qiyana,Riven,Sylas,Akali,Caitlyn,Illaoi,Nami,Vi,1
NA1_5505615533,16.5,Diana,Fizz,Lucian,Nami,Nasus,Gwen,Singed,Thresh,Varus,Vi,1
NA1_5506287059,16.5,Aatrox,Kaisa,LeeSin,Orianna,Taric,Alistar,Gwen,Jayce,Viego,Yunara,0
NA1_5507842839,16.5,Ahri,Kaisa,Morgana,Swain,Zac,Blitzcrank,Camille,Kassadin,Lucian,Zaahen,0
NA1_5507434540,16.5,Ekko,JarvanIV,Jayce,Yunara,Zilean,Aatrox,Karthus,Sona,Swain,Tristana,1
NA1_5507478056,16.5,Anivia,AurelionSol,Nunu,Ornn,Senna,Aphelios,Chogath,Rengar,Thresh,Viktor,0
NA1_5508835624,16.5,MissFortune,Nautilus,Ornn,Rengar,Sylas,Brand,Ezreal,Taliyah,XinZhao,Yasuo,1
NA1_5506042186,16.5,Chogath,Illaoi,Nasus,Velkoz,Yuumi,Bard,Caitlyn,Ivern,Lux,Vayne,1
NA1_5508256867,16.5,AurelionSol,Janna,Udyr,Warwick,Xayah,Bard,Diana,Tryndamere,Vayne,Yasuo,1
NA1_5508614988,16.5,Aatrox,Ahri,Seraphine,Sona,Viego,Aurora,Jhin,KogMaw,Mordekaiser,Naafiri,0
NA1_5509316870,16.5,Graves,Janna,Jinx,Ornn,TwistedFate,Ahri,Jhin,Kayn,Shen,Zoe,0
NA1_5510473327,16.5,Cassiopeia,Ezreal,Lulu,Naafiri,Sivir,Braum,Gangplank,Hecarim,KogMaw,Zilean,0
NA1_5509222952,16.5,Irelia,Jhin,Karthus,Pyke,Rumble,Corki,Graves,Nami,Viktor,Yasuo,0
NA1_5509125221,16.5,Hecarim,Jax,Karma,Kassadin,Twitch,Ahri,Fiora,MissFortune,Nasus,Nautilus,0
NA1_5508127542,16.5,Aatrox,Ivern,Leblanc,Senna,Yasuo,Ezreal,JarvanIV,Nami,Shen,Yone,0
NA1_5509310768,16.5,Galio,MasterYi,Nami,Riven,Smolder,Belveth,Kaisa,Shen,Soraka,Varus,1
NA1_5506648034,16.5,Ahri,Nocturne,Pantheon,Syndra,Vayne,Brand,Garen,Neeko,Qiyana,Trundle,0
NA1_5507984219,16.5,Ahri,Graves,Karthus,Pyke,Yone,Jayce,Jhin,Kindred,Sona,Sylas,0
NA1_5509695147,16.5,AurelionSol,Galio,Graves,Thresh,Zaahen,Aatrox,Ahri,Belveth,Lux,Zoe,1
NA1_5507836782,16.5,Ambessa,Gangplank,Jhin,Leblanc,Nautilus,Ezreal,Gwen,Nami,Teemo,Zed,0
NA1_5506393174,16.5,Ambessa,Ekko,Graves,Thresh,Tristana,Brand,DrMundo,Fizz,KogMaw,Vayne,1
NA1_5506764908,16.5,Draven,Maokai,Quinn,Shaco,Yasuo,Ezreal,Graves,Mel,Ornn,Poppy,0
NA1_5508618473,16.5,Irelia,Jhin,Nautilus,Taliyah,Zoe,Draven,Ivern,Leona,Samira,Syndra,0
NA1_5507375800,16.5,KogMaw,Mel,Thresh,Volibear,XinZhao,JarvanIV,Jinx,Lulu,Sion,TwistedFate,0
NA1_5510650244,16.5,Akali,Lillia,Senna,Talon,Teemo,Corki,Jayce,Lux,Shen,Sona,1
NA1_5508019751,16.5,Akali,Kayn,Mel,Rakan,Yasuo,Ahri,Maokai,Samira,Shen,Vi,1
NA1_5509075200,16.5,Caitlyn,Neeko,Nocturne,Viktor,Yorick,Ekko,Ezreal,Hwei,LeeSin,Taric,1
NA1_5509838902,16.5,Karma,MonkeyKing,Riven,Sivir,Xerath,Darius,Kaisa,Orianna,Thresh,Zac,0
NA1_5510505858,16.5,Brand,Karma,Rumble,Shyvana,Zed,Kaisa,Nami,Senna,Singed,Teemo,1
NA1_5505845356,16.5,Brand,Jinx,Karma,Khazix,Malphite,Ambessa,Ezreal,Kayn,Senna,Sylas,1
NA1_5509773387,16.5,Ekko,Gangplank,Jinx,Malphite,Sona,Graves,Gwen,Jhin,TwistedFate,Zilean,1
NA1_5510420275,16.5,Caitlyn,DrMundo,Karma,Rumble,Udyr,Kalista,Ryze,Senna,Vi,Yone,1
NA1_5509723998,16.5,Aatrox,Bard,Khazix,Mel,Viktor,Elise,Graves,Riven,Ryze,Vayne,0
NA1_5506535652,16.5,Anivia,Karma,Lillia,Nasus,Smolder,Caitlyn,Gwen,RekSai,Thresh,Yasuo,0
NA1_5509107015,16.5,Akali,Draven,Nautilus,Nidalee,Rengar,Caitlyn,Darius,Gragas,Qiyana,Udyr,0
NA1_5508889329,16.5,Graves,Kaisa,Leblanc,Pyke,Shen,Annie,DrMundo,Jhin,Mel,Ornn,1
NA1_5508814061,16.5,Corki,Lissandra,Nami,Nunu,Renekton,Ambessa,Belveth,Braum,Draven,Fizz,1
NA1_5510202070,16.5,Ezreal,Hecarim,Sett,Veigar,Yuumi,Ambessa,KSante,Ryze,Sona,Zyra,0
NA1_5510874535,16.5,Brand,Darius,Olaf,Orianna,Velkoz,Ahri,Amumu,Ashe,Chogath,Viego,0
NA1_5505937623,16.5,Ahri,Alistar,Amumu,Kaisa,Kayle,Anivia,Gragas,Jayce,Milio,Sivir,0
NA1_5509265667,16.5,Kayn,Ornn,Thresh,Xayah,Zyra,Annie,Garen,Malzahar,Sejuani,Smolder,1
NA1_5506444290,16.5,Akali,Kaisa,Poppy,Rammus,Syndra,Cassiopeia,KSante,Maokai,Sylas,Vayne,1
NA1_5510840289,16.5,Graves,Gwen,Lulu,Syndra,Yunara,AurelionSol,Jhin,Leona,RekSai,Zed,0
NA1_5509841801,16.5,Akshan,Darius,Jax,Zilean,Zyra,Graves,Katarina,Shen,Twitch,Yuumi,1
NA1_5508068400,16.5,Pyke,Qiyana,Shen,Sion,Varus,Lucian,Nami,Trundle,Vex,Zac,1
NA1_5510516871,16.5,Ahri,Alistar,Illaoi,Naafiri,Seraphine,Akshan,Gangplank,Lillia,Lux,Senna,0
NA1_5506423758,16.5,Brand,JarvanIV,Jax,Nami,Veigar,Caitlyn,Lillia,Lucian,Maokai,Mordekaiser,0
NA1_5506405218,16.5,Braum,Irelia,Xayah,XinZhao,Yone,KSante,Mel,Morgana,Yasuo,Zaahen,1
NA1_5506221227,16.5,Draven,Lillia,Nautilus,Ornn,Viktor,Ashe,Smolder,Swain,Vladimir,XinZhao,0
NA1_5506419514,16.5,Alistar,Anivia,Galio,Jax,Sivir,Belveth,Draven,Kayle,Orianna,Thresh,0
NA1_5510108749,16.5,Gwen,MissFortune,Taliyah,Thresh,Yasuo,Ashe,Braum,Gragas,Irelia,Zaahen,1
NA1_5506576983,16.5,Jinx,Karma,Nocturne,Orianna,Urgot,Ahri,Jhin,Sejuani,Senna,Sion,0
NA1_5508672820,16.5,FiddleSticks,Galio,Nilah,Urgot,Yuumi,Ahri,Fiora,Hecarim,Lucian,Sona,0
NA1_5508874769,16.5,Ambessa,Elise,Fizz,Kaisa,Nautilus,Azir,Ezreal,Nami,RekSai,Riven,1
NA1_5509582929,16.5,Ambessa,Anivia,Lucian,Nami,Warwick,Darius,Kaisa,Karma,Viego,Zoe,1
NA1_5509356752,16.5,Gwen,Jayce,Lulu,Xerath,Yunara,Ambessa,Elise,Hwei,Jinx,Malphite,0
NA1_5510250600,16.5,Ezreal,Karma,Qiyana,Rumble,Yasuo,Corki,Garen,Kennen,LeeSin,Nami,0
NA1_5509140274,16.5,Jinx,Sona,Sylas,Vladimir,Volibear,Ashe,Graves,Jayce,Naafiri,Neeko,0
NA1_5509952538,16.5,Anivia,Kassadin,Qiyana,TwistedFate,Xerath,Akali,Ezreal,Jayce,Soraka,Urgot,0
NA1_5506891161,16.5,Brand,Khazix,Morgana,Teemo,Yone,Briar,Nami,Swain,Urgot,Veigar,0
NA1_5510248574,16.5,Ambessa,Gragas,Senna,Vayne,Xerath,Seraphine,Viktor,Warwick,Yasuo,Zed,0
NA1_5506789254,16.5,JarvanIV,Singed,Tristana,Velkoz,Vladimir,Ahri,LeeSin,Sejuani,Yasuo,Zoe,0
NA1_5510670577,16.5,Caitlyn,Rengar,Yorick,Zilean,Zoe,Jax,Karma,MissFortune,Shaco,Velkoz,0
NA1_5508869494,16.5,Kayle,Rell,Senna,Trundle,Viktor,Anivia,LeeSin,Orianna,Skarner,Varus,1
NA1_5509613456,16.5,Azir,Ezreal,Karma,Katarina,Lillia,Akali,Camille,Milio,Vi,Yunara,1
NA1_5505627003,16.5,Khazix,Mel,Nami,Renekton,Syndra,Jayce,Nocturne,Rakan,Vayne,Xerath,1
NA1_5505707622,16.5,Ashe,Mordekaiser,Sejuani,Sona,Yasuo,Brand,DrMundo,Mel,Riven,Tristana,1
NA1_5508548728,16.5,Jayce,Smolder,Thresh,Velkoz,Zyra,DrMundo,Jax,Karthus,MasterYi,Senna,0
NA1_5507370352,16.5,Ambessa,Ezreal,Gwen,Mel,Taric,Kassadin,Kennen,Skarner,TahmKench,Tristana,1
NA1_5507135343,16.5,Aphelios,FiddleSticks,Lulu,Riven,Viktor,Draven,Malphite,Nami,Nunu,Orianna,1
NA1_5507442487,16.5,Heimerdinger,KogMaw,Lucian,Nautilus,Talon,Akali,Ambessa,Rumble,Smolder,Velkoz,0
NA1_5505813804,16.5,Briar,Ezreal,Hecarim,Sona,Viktor,AurelionSol,Jax,Samira,Velkoz,Zaahen,0
NA1_5510373624,16.5,Alistar,Amumu,Annie,Renekton,Sivir,Jinx,Nocturne,Rengar,Thresh,Viktor,1
NA1_5506342560,16.5,Ashe,Leblanc,Lulu,Rengar,Sett,Akali,Jinx,Urgot,Volibear,Zilean,1
NA1_5510568583,16.5,Blitzcrank,Corki,Leblanc,Rengar,XinZhao,Darius,Ezreal,Irelia,Nautilus,Viktor,1
NA1_5510852463,16.5,Karma,Lissandra,Vayne,Viego,Yone,Ahri,Belveth,Ezreal,Lulu,Shen,0
NA1_5510580633,16.5,Corki,Graves,JarvanIV,Karma,Lissandra,FiddleSticks,Gnar,Jayce,Lucian,Nami,1
NA1_5509189651,16.5,Ashe,Mordekaiser,Soraka,Sylas,Yone,Ahri,Chogath,Ezreal,Sona,Vladimir,1
NA1_5509928704,16.5,Ezreal,Irelia,Karma,Kindred,Vex,Aatrox,Caitlyn,Kayn,Lux,Ryze,1
NA1_5506950885,16.5,Ahri,Caitlyn,Garen,Nautilus,Poppy,Aphelios,Graves,Kayle,Malphite,Milio,1
NA1_5505568782,16.5,Kled,Lulu,Shyvana,Syndra,Yunara,Anivia,JarvanIV,Mel,Nami,Urgot,1
NA1_5506478538,16.5,Aatrox,LeeSin,Maokai,Mel,Vayne,Ezreal,Kayle,Nami,Pantheon,TwistedFate,0
NA1_5509716926,16.5,Brand,JarvanIV,KSante,MissFortune,Thresh,Aatrox,Anivia,Maokai,Shaco,Sivir,0
NA1_5509671012,16.5,Jayce,Malzahar,MasterYi,Xayah,Zilean,Ekko,Kled,Mel,Swain,Vayne,1
NA1_5510258084,16.5,Ambessa,Renata,Tristana,Volibear,Xerath,Graves,Jax,Karthus,Katarina,TahmKench,0
NA1_5510683524,16.5,Akali,Akshan,Pyke,Smolder,Viego,Blitzcrank,Graves,Kaisa,Nasus,Zed,1
NA1_5507662904,16.5,Elise,Irelia,Lucian,Nami,TahmKench,Lulu,Olaf,RekSai,Twitch,Vex,0
NA1_5508780296,16.5,Fiora,Jhin,Taliyah,Talon,Velkoz,Blitzcrank,Elise,Ezreal,Sett,Yone,1
NA1_5507348627,16.5,Gangplank,Kaisa,Nami,RekSai,Rumble,Aatrox,Gwen,Jhin,Pantheon,Ziggs,0
NA1_5507704904,16.5,Alistar,Draven,Shen,Vi,Zoe,Braum,Graves,Kaisa,Kassadin,Riven,0
NA1_5506694415,16.5,Ahri,Akali,Lucian,MonkeyKing,Nami,Draven,Elise,Soraka,Talon,Udyr,0
NA1_5508514369,16.5,Braum,Ezreal,Malzahar,Naafiri,Sion,Blitzcrank,Gwen,Kled,MissFortune,Orianna,0
NA1_5506686763,16.5,Braum,Jinx,MonkeyKing,Sion,Taliyah,Diana,Garen,Soraka,Sylas,Yunara,1
NA1_5508266933,16.5,Ezreal,Nidalee,Qiyana,Sona,Vi,Aphelios,Aurora,Karma,Nocturne,Vladimir,0
NA1_5510028275,16.5,Ashe,Gwen,Lulu,Pantheon,Xerath,Brand,Elise,KSante,Qiyana,Viego,0
NA1_5509498946,16.5,AurelionSol,Bard,Belveth,Garen,Katarina,Jinx,Lulu,Mordekaiser,Nasus,Sett,0
NA1_5508088680,16.5,Briar,Chogath,Jhin,LeeSin,Swain,Caitlyn,Elise,Leona,Naafiri,Volibear,1
NA1_5505713929,16.5,DrMundo,Fizz,Quinn,Shaco,Smolder,Irelia,Jhin,Neeko,Rakan,Taliyah,1
NA1_5510369695,16.5,Garen,Ivern,Lux,MissFortune,Neeko,Ambessa,Aurora,Jinx,Kindred,Rell,0
NA1_5510165949,16.5,Caitlyn,Garen,JarvanIV,Nami,Ryze,Ashe,Galio,MasterYi,Morgana,Yasuo,0
NA1_5510536371,16.5,Aatrox,Ahri,Ezreal,Rakan,Swain,Fizz,Jinx,Lissandra,Nasus,Pantheon,1
NA1_5508970151,16.5,Akali,Anivia,Draven,Talon,Zilean,Graves,KSante,Nami,Seraphine,Syndra,0
NA1_5509329013,16.5,Ahri,Bard,Ezreal,LeeSin,Taliyah,JarvanIV,Kaisa,Shyvana,Soraka,Zed,1
NA1_5509054828,16.5,DrMundo,Hwei,Kaisa,Rell,Viego,Jayce,Mel,Nasus,Singed,Thresh,0
NA1_5505665071,16.5,DrMundo,Gragas,JarvanIV,Jinx,Thresh,Ahri,Akali,Aphelios,Graves,Nami,1
NA1_5510477993,16.5,Diana,Malphite,Ornn,Xerath,Yasuo,Ivern,Katarina,Leona,MissFortune,Sion,0
NA1_5506971005,16.5,DrMundo,Jayce,Lux,Veigar,Yone,AurelionSol,Gangplank,Nidalee,Senna,Swain,0
NA1_5510373674,16.5,Ivern,Mel,Senna,Shen,Yasuo,Braum,Garen,Leblanc,Rengar,Velkoz,1
NA1_5507856273,16.5,Caitlyn,Kayle,Riven,Sona,Warwick,FiddleSticks,Jax,Lucian,Milio,Yone,0
NA1_5510343482,16.5,Akali,Corki,Nami,Pantheon,Yone,Mel,Shaco,Tristana,Velkoz,Vladimir,1
NA1_5506928414,16.5,Gangplank,Kayn,MissFortune,Morgana,Riven,Ashe,JarvanIV,Malphite,RekSai,Renata,0
NA1_5509146973,16.5,Hwei,Karma,Morgana,Shaco,Twitch,Gragas,Graves,Kayn,Lux,Seraphine,0
NA1_5505982500,16.5,LeeSin,Neeko,Singed,Smolder,Thresh,Ahri,Caitlyn,Kayn,Swain,Zac,0
NA1_5508276330,16.5,Elise,Ezreal,Khazix,Ryze,Swain,Fizz,Talon,Urgot,Vladimir,Yuumi,0
NA1_5509869251,16.5,Ahri,Lulu,Mordekaiser,Twitch,Zaahen,Fiora,Jhin,Leona,Syndra,Talon,0
NA1_5508770377,16.5,Anivia,JarvanIV,Lucian,Renekton,Seraphine,Corki,Graves,Kennen,Nami,Orianna,0
NA1_5509611848,16.5,Ashe,Fizz,Ornn,Xerath,Yasuo,Akali,Caitlyn,Jayce,Malphite,Morgana,0
NA1_5510704794,16.5,Akali,Kaisa,Kled,Pyke,Rengar,Ashe,Darius,Hwei,Nocturne,Ornn,1
NA1_5510108766,16.5,Jayce,Lissandra,Mel,Pantheon,XinZhao,Gwen,Kassadin,Qiyana,Sejuani,Swain,1
NA1_5506847827,16.5,Galio,Jinx,Mel,Senna,Skarner,Azir,Caitlyn,Lillia,Milio,Xerath,0
NA1_5508500471,16.5,Ashe,Pantheon,Seraphine,Sion,Sylas,Akali,Jayce,Kaisa,Nautilus,Vayne,0
NA1_5510801439,16.5,Chogath,Kaisa,Karma,Poppy,Yasuo,Akali,Amumu,Belveth,DrMundo,MissFortune,1
NA1_5508526048,16.5,Gnar,Hecarim,MissFortune,Nautilus,Viktor,Ahri,Brand,Jax,Jinx,Qiyana,1
NA1_5509514108,16.5,Jinx,Nami,RekSai,Riven,Sylas,Ashe,Galio,Khazix,Seraphine,Varus,1
NA1_5505793161,16.5,Garen,Hwei,Nami,RekSai,Yasuo,Akali,Jayce,Nunu,Sivir,Sona,0
NA1_5508273368,16.5,Amumu,Kayn,KogMaw,Lissandra,Mordekaiser,Aatrox,Hecarim,Kennen,Smolder,Zilean,1
NA1_5510377845,16.5,Aphelios,Karma,Maokai,Rengar,XinZhao,Ekko,Janna,Jhin,Sion,Yone,0
NA1_5509518026,16.5,Kayle,LeeSin,Lulu,Mel,Smolder,Briar,Draven,Janna,Sion,Syndra,0
NA1_5505635960,16.5,Lucian,Olaf,Renata,TwistedFate,Udyr,Bard,KogMaw,MasterYi,Mel,Zaahen,0
NA1_5509794191,16.5,Ahri,Brand,Irelia,MasterYi,Nami,Azir,Caitlyn,Lux,Nunu,Ornn,1
NA1_5506576353,16.5,Ahri,Ambessa,Jinx,Sona,Yorick,Aphelios,Karma,Shaco,Tristana,Vladimir,1
NA1_5508954307,16.5,Senna,Shaco,Swain,Yasuo,Zed,Ambessa,Annie,Blitzcrank,Smolder,Zaahen,1
NA1_5506245607,16.5,Brand,Briar,Ezreal,Shen,Smolder,Kaisa,Malzahar,Swain,Trundle,Viego,1
NA1_5510294864,16.5,Ahri,Jax,Lulu,Qiyana,Yunara,Aatrox,Kayle,Senna,Shaco,Veigar,0
NA1_5505941423,16.5,Gwen,Kaisa,Nami,Vladimir,Volibear,Azir,JarvanIV,Smolder,Tryndamere,Zyra,1
NA1_5506893683,16.5,Ashe,Draven,JarvanIV,Maokai,Nasus,Belveth,Sion,Swain,Velkoz,Yone,0
NA1_5507929010,16.5,Ambessa,Gwen,Jhin,Karma,Viktor,Ashe,Graves,Kindred,Sylas,Thresh,1
NA1_5510275229,16.5,Alistar,DrMundo,Kayn,Orianna,Samira,Ahri,Fizz,Jhin,Karma,Riven,1
